gt,time_elapsed,current_time,current_task,motor_position,futek,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp
0,0.043657064,20250904141600246,None,10,229.16510009765625,1,-2,-1,1,-2,-1,0,6,1757009760246348619
0,0.04378128,20250904141600246,None,10,229.16510009765625,4,0,-3,1,0,0,0,5,1757009760246478080
0,0.058624983,20250904141600261,None,11,229.87901306152344,11,0,-3,-5,-4,-1,-3,1,1757009760261345386
0,0.058761835,20250904141600261,None,11,229.87901306152344,12,0,-1,1,-3,-1,0,8,1757009760261465549
0,0.066158294,20250904141600269,None,11,228.45120239257812,-1,-2,0,1,1,-2,3,2,1757009760268897771
0,0.066263437,20250904141600269,None,11,228.45120239257812,10,5,3,-3,-2,-1,-2,-12,1757009760269015312
0,0.073624611,20250904141600276,None,11,228.45120239257812,20,-3,-5,-2,2,3,-4,5,1757009760276311635
0,0.07383275,20250904141600276,None,10,228.45120239257812,17,-3,0,0,0,-5,0,0,1757009760276434659
0,0.088604212,20250904141600291,None,10,228.45120239257812,-9,-2,0,1,-3,-4,3,-1,1757009760291304111
0,0.088710308,20250904141600291,None,10,228.45120239257812,2,-1,0,-4,1,2,0,4,1757009760291437149
0,0.096083641,20250904141600299,None,11,230.83090209960938,-14,-5,-2,2,7,-1,-4,-2,1757009760298799753
0,0.096168041,20250904141600299,None,11,230.83090209960938,1,-1,-1,-3,-6,-3,-1,2,1757009760298920869
0,0.103492975,20250904141600306,None,11,228.6891632080078,-8,-3,-4,-9,-6,37,6,-1,1757009760306288957
0,0.103556871,20250904141600306,None,11,228.6891632080078,-8,-1,-5,0,0,-4,-3,1,1757009760306372404
0,0.118896484,20250904141600321,None,10,230.1169891357422,-7,3,2,1,0,-1,-5,-4,1757009760321537017
0,0.119055748,20250904141600322,None,10,230.1169891357422,5,-4,0,-3,-3,-1,-1,-3,1757009760321724891
0,0.126387357,20250904141600329,None,10,228.92713928222656,14,1,-1,-1,-2,-1,0,9,1757009760329033136
0,0.126524925,20250904141600329,None,10,228.92713928222656,-12,1,3,2,-3,-4,2,-6,1757009760329213619
0,0.133738041,20250904141600336,None,10,229.64105224609375,12,4,1,4,-1,-3,0,2,1757009760336439609
0,0.133858919,20250904141600336,None,10,229.64105224609375,5,1,-1,1,-1,-2,-2,-9,1757009760336582183
0,0.148674726,20250904141600351,None,10,230.35494995117188,-12,-4,0,-1,0,-1,0,3,1757009760351368188
0,0.148827076,20250904141600351,None,10,230.35494995117188,1,1,-2,-2,3,0,0,3,1757009760351500988
0,0.156140566,20250904141600359,None,10,228.6891632080078,2,-1,2,-1,-3,-9,-1,2,1757009760358794689
0,0.156297683,20250904141600359,None,10,228.6891632080078,-3,-1,-1,-1,-2,2,0,-1,1757009760358918428
0,0.163677454,20250904141600366,None,10,230.1169891357422,-6,0,-3,-2,-1,-1,-3,-5,1757009760366389751
0,0.163844824,20250904141600366,None,10,230.1169891357422,3,-3,-4,-3,-1,-1,-1,-2,1757009760366504430
0,0.178595304,20250904141600381,None,11,230.35494995117188,6,2,1,7,0,0,7,16,1757009760381358385
0,0.178691864,20250904141600381,None,11,230.35494995117188,1,-5,-5,-3,1,-1,0,-5,1757009760381469964
0,0.186052084,20250904141600389,None,11,228.21322631835938,-10,-1,1,0,-2,0,-8,-22,1757009760388853549
0,0.18614769,20250904141600389,None,11,228.21322631835938,3,0,-3,0,-3,0,-2,-4,1757009760388961076
0,0.193580627,20250904141600396,None,10,228.21322631835938,4,2,-1,-2,1,0,-6,6,1757009760396317720
0,0.19373703,20250904141600396,None,10,228.21322631835938,-11,-5,-10,-3,-2,1,9,-1,1757009760396433353
0,0.208587169,20250904141600411,None,10,228.92713928222656,8,-2,5,-2,-2,2,2,8,1757009760411309719
0,0.208714962,20250904141600411,None,10,228.92713928222656,14,2,2,-2,-2,2,2,6,1757009760411431789
0,0.216210127,20250904141600419,None,11,229.403076171875,-11,-4,-3,-4,-3,-12,-7,-12,1757009760418958663
0,0.216365576,20250904141600419,None,11,229.403076171875,1,-1,0,-2,-1,5,2,-2,1757009760419089078
0,0.223572492,20250904141600426,None,11,229.87901306152344,-9,0,3,0,0,0,-1,-3,1757009760426362514
