gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp
0,0.181421995,20250904135128548,None,1,2,0,-5,2,3,-1,0,1757008288548271894
0,0.188364983,20250904135128555,None,3,0,0,-2,-3,2,2,3,1757008288555570125
0,0.188433647,20250904135128555,None,-2,-1,-2,-2,-1,-3,-1,4,1757008288555722236
0,0.195866108,20250904135128563,None,-4,-1,0,-1,-1,-4,2,1,1757008288563112258
0,0.195938587,20250904135128563,None,1,-4,-2,1,-4,0,-1,-9,1757008288563282489
0,0.210924625,20250904135128578,None,0,-3,-1,1,-2,3,1,2,1757008288578145027
0,0.210996151,20250904135128578,None,1,1,-1,11,6,1,-2,2,1757008288578309774
0,0.218384504,20250904135128585,None,-3,0,-1,-6,2,1,-3,-1,1757008288585645198
0,0.218473911,20250904135128585,None,-1,-2,-4,-5,-8,16,4,7,1757008288585824966
0,0.225729227,20250904135128593,None,0,-1,-4,-2,-3,-22,-3,-7,1757008288593040466
0,0.22581625,20250904135128593,None,-4,2,-3,4,-2,3,0,0,1757008288593145370
0,0.240953922,20250904135128608,None,2,3,-2,1,3,6,4,1,1757008288608149290
0,0.241042376,20250904135128608,None,-18,-1,2,5,1,-5,-11,-4,1757008288608384847
0,0.248435974,20250904135128615,None,4,-2,0,-2,0,-4,-5,-3,1757008288615684270
0,0.248564482,20250904135128616,None,-9,-4,-2,-2,-3,-1,-3,-6,1757008288615898847
0,0.255920649,20250904135128623,None,2,-1,-3,2,4,6,17,2,1757008288623145580
0,0.255996227,20250904135128623,None,0,0,1,-4,0,-2,-6,3,1757008288623354911
0,0.271037817,20250904135128638,None,-5,3,0,4,1,2,1,-1,1757008288638269186
0,0.27126193,20250904135128638,None,0,2,2,2,3,3,4,-4,1757008288638467073
0,0.278557777,20250904135128646,None,1,-1,-2,-7,-11,-2,-1,-2,1757008288645718574
0,0.278626919,20250904135128646,None,-2,2,1,-3,-1,-1,1,-3,1757008288645917415
0,0.286063433,20250904135128653,None,-5,-2,-3,2,2,-3,-7,1,1757008288653197050
0,0.286137342,20250904135128653,None,1,-2,-2,-5,-1,0,0,4,1757008288653433322
0,0.300844431,20250904135128668,None,-5,-7,-2,2,1,-1,-3,-4,1757008288668056249
0,0.300896168,20250904135128668,None,0,2,-3,1,5,-1,1,-5,1757008288668208837
0,0.308674336,20250904135128676,None,-2,-1,-2,-2,-9,-1,0,3,1757008288675637006
0,0.30874157,20250904135128676,None,-6,-4,-1,-4,-2,10,6,-2,1757008288676030635
0,0.315953016,20250904135128683,None,0,1,1,2,-2,-10,-7,-2,1757008288683116912
0,0.316059113,20250904135128683,None,-3,1,1,8,2,0,-4,0,1757008288683348178
0,0.331357956,20250904135128698,None,-4,-2,0,-12,0,1,4,2,1757008288698181867
0,0.331561804,20250904135128699,None,-3,-4,3,-9,4,4,-3,-11,1757008288698402166
0,0.338866234,20250904135128706,None,-17,-4,-4,0,-4,-1,-4,-8,1757008288705708503
0,0.339033842,20250904135128706,None,3,2,-1,4,-2,-1,-2,3,1757008288705886125
0,0.346551895,20250904135128714,None,-3,-2,-1,2,4,18,5,1,1757008288713321447
0,0.346749544,20250904135128714,None,0,-2,1,3,1,-13,4,3,1757008288713518381
0,0.361370564,20250904135128728,None,2,1,-1,0,-3,-1,-2,0,1757008288728287458
0,0.361549854,20250904135128729,None,-3,0,1,4,1,4,3,-2,1757008288728485345
0,0.369035006,20250904135128736,None,1,-2,-2,-2,-2,0,-3,0,1757008288735841989
0,0.369432688,20250904135128736,None,-4,-3,-4,-4,-2,-2,-2,0,1757008288736016988
0,0.37709856,20250904135128744,None,-2,-4,-1,-2,0,-2,-4,-1,1757008288743792295
0,0.377283096,20250904135128744,None,0,1,-4,-2,-8,1,5,-4,1757008288743996143
0,0.391900539,20250904135128759,None,-3,1,-3,2,-1,1,-2,0,1757008288758489131
0,0.392135382,20250904135128759,None,1,-2,2,0,2,-4,-1,3,1757008288758698701
0,0.399249315,20250904135128766,None,0,-2,0,-2,-6,-1,12,3,1757008288766014099
0,0.399450541,20250904135128766,None,2,-3,0,0,4,4,-19,-5,1757008288766223192
0,0.406914711,20250904135128774,None,5,-1,-1,2,0,-1,2,3,1757008288773575782
0,0.407126665,20250904135128774,None,-4,-2,0,-1,-1,-2,-2,-5,1757008288773772239
0,0.422056198,20250904135128789,None,1,2,5,1,-3,-4,-1,-5,1757008288788472175
0,0.422437906,20250904135128789,None,1,3,0,-1,-1,-1,-2,-11,1757008288788762807
0,0.429490805,20250904135128796,None,18,1,2,6,-2,5,4,6,1757008288796260833
0,0.429674864,20250904135128797,None,-2,-1,-1,-1,-2,-2,1,4,1757008288796471595
0,0.436908007,20250904135128804,None,-2,-1,1,10,-5,-2,-2,1,1757008288803585767
0,0.437107801,20250904135128804,None,-1,0,-2,-10,-4,1,-1,0,1757008288803799629
0,0.452003241,20250904135128819,None,2,0,-3,-15,-7,1,2,4,1757008288818590164
0,0.452240706,20250904135128819,None,-5,0,3,16,6,2,2,1,1757008288818873405
0,0.459138155,20250904135128826,None,4,1,-1,-7,3,0,2,-3,1757008288825899839
0,0.459349394,20250904135128826,None,-1,-3,-1,-1,4,-2,-7,-3,1757008288826117277
0,0.466567516,20250904135128834,None,-8,-4,0,-4,-3,-5,-6,2,1757008288833377599
0,0.466753721,20250904135128834,None,4,2,0,-4,-4,2,8,1,1757008288833567857
0,0.481511831,20250904135128849,None,-2,-1,-1,-1,0,-1,-5,-2,1757008288848306894
0,0.481844425,20250904135128849,None,-2,-2,-1,-3,0,6,-3,-2,1757008288848510026
0,0.488614798,20250904135128856,None,2,-2,-1,-1,-1,-13,-1,-1,1757008288855567932
0,0.488785744,20250904135128856,None,1,-2,-4,-1,0,-1,1,1,1757008288855719327
0,0.496127605,20250904135128863,None,-2,0,-4,-3,4,6,-2,-1,1757008288863139152
0,0.496269941,20250904135128863,None,-4,-2,2,-2,-3,0,-6,2,1757008288863275527
0,0.511639118,20250904135128879,None,-1,3,2,-2,-1,-1,3,4,1757008288878389835
0,0.511867762,20250904135128879,None,0,-3,-2,1,-1,0,-2,-15,1757008288878578186
0,0.519227982,20250904135128886,None,2,1,0,0,0,2,3,1,1757008288885793209
0,0.51949358,20250904135128886,None,-15,1,0,0,4,7,15,1,1757008288885974645
0,0.52645731,20250904135128893,None,4,-2,-1,-9,-7,0,0,-2,1757008288893164634
0,0.52668047,20250904135128894,None,-3,0,0,7,1,-10,-9,-1,1757008288893353939
0,0.541222572,20250904135128908,None,-8,-5,-3,-8,-2,-1,-3,2,1757008288908056735
0,0.541436434,20250904135128908,None,4,3,-3,-3,0,1,1,-6,1757008288908160448
0,0.548679829,20250904135128916,None,2,5,-1,-15,-6,-3,1,5,1757008288915523290
0,0.548886776,20250904135128916,None,-1,-2,-2,10,7,2,1,0,1757008288915616035
0,0.556200981,20250904135128923,None,-4,-3,-1,-1,-8,-3,-4,0,1757008288923034191
0,0.556383133,20250904135128923,None,-4,-1,-3,1,9,1,-1,1,1757008288923136234
0,0.571270227,20250904135128938,None,-1,0,-3,-1,-10,0,-1,-2,1757008288938086032
0,0.571447611,20250904135128938,None,5,0,3,-6,1,-3,0,1,1757008288938187599
0,0.57868886,20250904135128946,None,7,-1,3,6,-1,0,0,-1,1757008288945559978
0,0.578909397,20250904135128946,None,0,1,4,1,3,1,1,2,1757008288945652484
0,0.586310625,20250904135128953,None,0,1,-1,-6,-3,-2,-3,0,1757008288953105211
0,0.586496353,20250904135128953,None,1,-2,-3,-1,-2,-2,-1,1,1757008288953209400
0,0.601293802,20250904135128968,None,-6,-1,-6,-2,-1,1,-3,-6,1757008288968070030
0,0.601470709,20250904135128968,None,-2,-2,-1,0,0,-1,1,-5,1757008288968174695
0,0.609015226,20250904135128976,None,-3,-2,0,-2,-4,3,0,-3,1757008288975721359
0,0.609175205,20250904135128976,None,3,-3,-3,-1,2,-4,0,0,1757008288975892782
0,0.616492033,20250904135128983,None,1,-3,0,-1,-2,18,4,5,1757008288983272075
0,0.616685152,20250904135128984,None,-4,1,0,0,-2,-30,-2,-4,1757008288983446121
0,0.631442547,20250904135128998,None,-4,-3,-6,-4,0,9,1,-1,1757008288998224020
0,0.631626844,20250904135128999,None,8,-3,-2,2,9,10,-5,3,1757008288998420238
0,0.639003754,20250904135129006,None,6,-1,0,0,-1,2,-1,5,1757008289005753517
0,0.639168263,20250904135129006,None,-4,-2,-2,-7,3,-2,4,-2,1757008289005925416
0,0.646606922,20250904135129014,None,-3,-3,0,-1,-3,-9,-11,-2,1757008289013350963
0,0.646808863,20250904135129014,None,-1,-2,-2,-17,-12,-3,5,-1,1757008289013534545
0,0.661502838,20250904135129028,None,0,0,-4,7,-1,0,2,-4,1757008289028329610
0,0.661690712,20250904135129029,None,-11,0,0,-4,-3,1,-1,0,1757008289028507232
0,0.669309616,20250904135129036,None,0,-4,-5,1,1,-1,-24,-8,1757008289035921335
0,0.669504166,20250904135129036,None,6,-2,0,1,-7,-5,-4,0,1757008289036141157
0,0.67640996,20250904135129043,None,-14,-3,0,0,3,4,8,0,1757008289043276786
0,0.676578283,20250904135129044,None,2,1,-2,2,0,-2,-6,7,1757008289043482303
0,0.691527367,20250904135129059,None,-3,1,-2,-4,3,-4,-4,-6,1757008289058273553
0,0.691708326,20250904135129059,None,-2,0,-2,-3,-12,-1,2,-5,1757008289058453083
0,0.699354649,20250904135129066,None,0,-4,-3,-3,1,1,3,-2,1757008289065937519
0,0.699570417,20250904135129067,None,-2,4,1,-2,-6,-2,2,10,1757008289066140651
0,0.706969738,20250904135129074,None,-4,-1,-2,-1,5,1,-1,-1,1757008289073544502
0,0.707166195,20250904135129074,None,-1,1,1,0,-2,2,-2,-3,1757008289073755025
0,0.721973419,20250904135129089,None,-4,-1,-2,-2,0,6,-1,-4,1757008289088522911
0,0.722172499,20250904135129089,None,11,2,2,7,1,-4,0,6,1757008289088745117
0,0.729338646,20250904135129096,None,-2,0,1,-1,-4,1,-2,0,1757008289095967531
0,0.7295506,20250904135129097,None,-4,0,0,5,-5,-3,0,-3,1757008289096183538
0,0.736871004,20250904135129104,None,-3,-1,-3,-5,5,9,1,0,1757008289103497266
0,0.73703599,20250904135129104,None,2,3,2,12,3,3,-1,-5,1757008289103698015
0,0.752021074,20250904135129119,None,-4,1,-1,-15,-4,-21,-6,-4,1757008289118499994
0,0.752236366,20250904135129119,None,-7,-1,-3,0,-2,5,3,-2,1757008289118743658
0,0.759078264,20250904135129126,None,5,-2,-2,4,-1,3,-4,3,1757008289125819683
0,0.759238243,20250904135129126,None,1,2,2,10,4,0,1,-3,1757008289126017332
0,0.766627789,20250904135129134,None,0,2,0,-4,0,3,-3,-6,1757008289133342504
0,0.766842842,20250904135129134,None,6,0,1,0,-5,3,5,6,1757008289133536815
0,0.782064915,20250904135129149,None,6,-1,0,1,4,1,-6,-5,1757008289148730039
0,0.782254219,20250904135129149,None,2,-2,4,-6,-2,-7,3,0,1757008289148958444
0,0.789407492,20250904135129156,None,-4,-3,-3,3,8,6,3,6,1757008289155984640
0,0.789644957,20250904135129157,None,2,-2,0,-5,-12,-2,6,5,1757008289156196355
0,0.796726465,20250904135129164,None,-5,0,-2,1,-2,-2,-3,-5,1757008289163476228
0,0.796901464,20250904135129164,None,-3,-7,-3,2,3,-4,-3,-2,1757008289163683414
0,0.812235117,20250904135129179,None,-5,1,0,1,-7,0,14,0,1757008289178693056
0,0.812501907,20250904135129180,None,-5,2,2,-1,-4,0,-5,-4,1757008289178954839
0,0.81933856,20250904135129186,None,11,5,1,10,2,1,2,-7,1757008289186012268
0,0.819545507,20250904135129187,None,-4,0,-2,-18,-4,-6,-1,7,1757008289186276912
0,0.826907873,20250904135129194,None,-8,-3,0,1,-1,4,0,3,1757008289193473100
0,0.827129841,20250904135129194,None,4,0,-1,0,4,-6,-5,-6,1757008289193951845
0,0.842417002,20250904135129209,None,-2,-4,-2,-1,-3,-6,4,-1,1757008289208788633
0,0.842699289,20250904135129210,None,-4,0,4,11,2,8,2,-1,1757008289209045648
0,0.849410296,20250904135129216,None,1,-1,-1,-10,-4,-10,1,-2,1757008289215971231
0,0.849610567,20250904135129217,None,-5,-2,-2,-6,2,5,2,1,1757008289216178417
0,0.856548548,20250904135129224,None,8,0,5,2,3,28,-1,9,1757008289223306655
0,0.856756926,20250904135129224,None,2,0,-4,8,-4,-36,6,-9,1757008289223485708
0,0.87193203,20250904135129239,None,0,-2,-3,-2,4,5,-3,-8,1757008289238472700
0,0.872183561,20250904135129239,None,-4,-4,-2,1,-2,4,-2,1,1757008289238700628
0,0.879053116,20250904135129246,None,0,0,0,-3,-2,3,1,0,1757008289245797872
0,0.879215002,20250904135129246,None,-1,-3,3,7,3,0,-2,0,1757008289245977878
0,0.894452572,20250904135129261,None,5,0,-4,0,0,0,-3,3,1757008289260933399
0,0.894711256,20250904135129262,None,5,1,-1,4,1,2,6,1,1757008289261187314
0,0.901875734,20250904135129269,None,0,0,-2,-2,1,0,-5,-5,1757008289268421649
0,0.902070522,20250904135129269,None,-3,2,1,2,-5,-10,-12,-2,1757008289268628597
0,0.909481049,20250904135129276,None,-1,1,1,-4,8,-1,4,-3,1757008289275971412
0,0.909705639,20250904135129277,None,-3,-4,-2,-1,-4,9,6,-4,1757008289276193141
0,0.924632549,20250904135129292,None,2,2,2,10,-2,-11,-8,-9,1757008289291002273
0,0.924931288,20250904135129292,None,-5,-3,-1,2,1,3,-1,-2,1757008289291312217
0,0.931865215,20250904135129299,None,3,-2,-2,-3,-3,-3,0,-1,1757008289298491477
0,0.932385206,20250904135129299,None,-1,-1,-1,-3,4,0,-1,0,1757008289298687458
0,0.939247847,20250904135129306,None,-2,-4,-3,11,5,1,8,3,1757008289305890083
0,0.939445496,20250904135129306,None,1,-3,1,-11,-9,-5,-10,-6,1757008289306096792
0,0.954379082,20250904135129321,None,-2,-2,-1,-9,-5,1,-1,-5,1757008289320914745
0,0.954651594,20250904135129322,None,-1,-1,0,-4,4,4,-25,-3,1757008289321141004
0,0.961466312,20250904135129328,None,-5,-3,-4,3,-8,25,1,1,1757008289328299760
0,0.961648226,20250904135129329,None,-18,0,1,3,-4,-4,3,-4,1757008289328491926
0,0.968417168,20250904135129335,None,5,-2,1,4,3,0,-3,5,1757008289335534811
0,0.96852994,20250904135129336,None,-3,-3,-2,-7,3,17,6,-6,1757008289335656881
0,0.983594894,20250904135129351,None,-5,-3,0,-2,-2,-11,0,5,1757008289350613594
0,0.98373127,20250904135129351,None,1,1,-3,2,-4,-8,-10,-6,1757008289350759267
0,0.99130559,20250904135129358,None,1,-2,0,1,1,3,-2,-3,1757008289358108758
0,0.991500139,20250904135129358,None,-11,1,-1,-2,-4,1,-1,-2,1757008289358249425
0,0.99935317,20250904135129366,None,-3,2,-3,0,1,-4,1,2,1757008289365996360
0,0.999552488,20250904135129367,None,-1,4,3,0,2,0,-1,-1,1757008289366197824
0,1.014336348,20250904135129381,None,-1,-6,1,-1,2,1,-2,-3,1757008289380973339
0,1.014532566,20250904135129382,None,2,0,-1,0,4,1,2,0,1757008289381179094
0,1.021902084,20250904135129389,None,-7,-2,-3,-1,3,7,-2,-3,1757008289388550281
0,1.022139072,20250904135129389,None,11,4,-1,3,-10,-14,-5,11,1757008289388746023
0,1.029275894,20250904135129396,None,-2,3,-2,-8,-12,-6,3,-9,1757008289395888328
0,1.029499292,20250904135129396,None,-2,1,1,1,8,4,-1,-6,1757008289396102428
0,1.044093609,20250904135129411,None,3,-5,-5,-2,2,-4,-1,3,1757008289410797357
0,1.044274807,20250904135129411,None,0,2,-2,-11,0,5,1,-1,1757008289410994529
0,1.051379681,20250904135129418,None,-1,-2,0,2,2,1,4,2,1757008289418251991
0,1.051509857,20250904135129418,None,8,2,4,3,-2,-48,-3,1,1757008289418397903
0,1.059099197,20250904135129426,None,-1,-3,-3,2,3,-1,-5,-2,1757008289425832509
0,1.059373379,20250904135129426,None,1,2,0,7,-4,-3,-3,0,1757008289426033973
0,1.074165344,20250904135129441,None,-3,-1,3,0,-1,5,2,-4,1757008289440901279
0,1.07436204,20250904135129441,None,0,-1,-3,-4,-6,3,-2,-1,1757008289441104412
0,1.081790209,20250904135129449,None,9,1,1,-2,6,-1,-4,2,1757008289448590517
0,1.081972122,20250904135129449,None,0,-1,1,2,-3,-2,3,-4,1757008289448770046
0,1.089293003,20250904135129456,None,0,-3,-1,1,-2,0,10,1,1757008289455944299
0,1.08947897,20250904135129456,None,0,-2,-1,-3,3,5,-14,-2,1757008289456144809
0,1.104216576,20250904135129471,None,-2,-1,-1,-1,-3,-28,0,-2,1757008289470885992
0,1.104412079,20250904135129471,None,0,-4,1,-1,2,3,2,3,1757008289471083164
0,1.111187458,20250904135129478,None,-1,-3,-3,0,-3,0,5,4,1757008289478185653
0,1.111326933,20250904135129478,None,-2,-2,-2,0,3,2,0,-2,1757008289478353261
0,1.118545294,20250904135129486,None,-1,-3,-2,-1,-17,4,-2,-12,1757008289485688209
0,1.118683338,20250904135129486,None,0,-2,-3,-1,-1,-7,-7,-3,1757008289485826492
0,1.133744001,20250904135129501,None,0,0,0,-2,-2,-6,-3,0,1757008289500727415
0,1.133937836,20250904135129501,None,0,-2,2,2,5,3,5,0,1757008289500925779
0,1.140971184,20250904135129508,None,-1,-2,2,13,-2,0,0,1,1757008289508157968
0,1.141075134,20250904135129508,None,-4,-3,-6,-20,-1,7,5,3,1757008289508351087
0,1.1486570839999999,20250904135129516,None,0,-1,-2,-3,1,0,-4,5,1757008289515690088
0,1.148877144,20250904135129516,None,2,1,3,18,5,-67,-4,0,1757008289515854120
0,1.163291454,20250904135129530,None,-10,1,-1,-5,-3,4,2,-6,1757008289530475378
0,1.163429737,20250904135129530,None,10,0,-4,7,4,-3,-2,-1,1757008289530611991
0,1.170969486,20250904135129538,None,-1,-2,1,-9,0,0,1,-3,1757008289538073301
0,1.171099901,20250904135129538,None,4,1,0,0,-5,0,2,1,1757008289538234472
0,1.178313732,20250904135129545,None,-2,1,-1,2,-2,-7,-4,-1,1757008289545514583
0,1.178415537,20250904135129545,None,1,0,-2,1,-2,3,-3,-2,1757008289545675754
0,1.1935122009999999,20250904135129560,None,-4,-3,-2,0,2,-1,-2,-1,1757008289560604095
0,1.193695545,20250904135129561,None,-3,-1,-3,-1,3,2,0,-2,1757008289560771465
0,1.200830698,20250904135129568,None,2,0,-3,-2,-5,-9,-11,6,1757008289567956447
0,1.2009830479999999,20250904135129568,None,-1,-2,3,2,0,1,2,-5,1757008289568080663
0,1.208324194,20250904135129575,None,-2,0,-1,-3,-1,1,-2,-8,1757008289575513601
0,1.208436966,20250904135129575,None,1,-3,-2,-2,-1,6,5,0,1757008289575647592
0,1.223528624,20250904135129591,None,2,-2,0,2,0,-16,-5,1,1757008289590632200
0,1.223621845,20250904135129591,None,-2,-3,-3,-5,1,-3,-2,0,1757008289590810775
0,1.231027126,20250904135129598,None,-1,0,3,-1,-7,6,4,-2,1757008289598190307
0,1.231116295,20250904135129598,None,-5,-3,-4,-8,-13,-3,-6,-4,1757008289598420143
0,1.238232374,20250904135129605,None,4,2,0,15,12,5,-1,1,1757008289605427026
0,1.238353729,20250904135129605,None,-1,-2,-1,-21,-4,1,3,2,1757008289605558633
0,1.253380299,20250904135129620,None,-4,-5,-2,3,9,5,-1,-2,1757008289620506525
0,1.253513336,20250904135129620,None,1,1,-3,4,-6,-4,-3,-3,1757008289620638608
0,1.260649443,20250904135129628,None,-8,-3,-1,5,3,-6,12,-1,1757008289627944469
0,1.260755539,20250904135129628,None,3,-1,2,-5,-4,-5,-11,4,1757008289628048658
0,1.2682752609999999,20250904135129635,None,15,-1,0,-2,2,3,-3,7,1757008289635473012
0,1.268360376,20250904135129635,None,0,1,-4,-3,2,1,-2,-7,1757008289635596513
0,1.28330183,20250904135129650,None,-4,-2,0,-1,-4,-4,-1,-2,1757008289650377988
0,1.283450365,20250904135129650,None,2,0,2,2,-5,-4,2,11,1757008289650473833
0,1.290993691,20250904135129658,None,1,3,-1,-7,-1,2,0,-11,1757008289657940149
0,1.291197538,20250904135129658,None,5,4,5,7,1,-12,-10,0,1757008289658046483
0,1.298491716,20250904135129665,None,-5,2,-1,-1,2,2,-2,-6,1757008289665462493
0,1.298691511,20250904135129666,None,-8,0,-2,-6,-3,-5,-1,-2,1757008289665574312
0,1.313837528,20250904135129681,None,0,-1,2,1,-3,-1,-4,0,1757008289680714845
0,1.314033985,20250904135129681,None,7,-1,1,-3,-4,-3,-4,3,1757008289680918693
0,1.321266174,20250904135129688,None,1,0,-5,-2,-5,-2,2,0,1757008289688210964
0,1.321444511,20250904135129688,None,-9,-4,-2,4,2,2,-2,-2,1757008289688439130
0,1.32844615,20250904135129695,None,1,0,-1,0,-6,-7,1,-1,1757008289695594310
0,1.328582287,20250904135129696,None,0,3,-1,0,9,6,-5,-2,1757008289695749998
0,1.3439075950000001,20250904135129711,None,-4,-2,0,-1,-4,1,7,0,1757008289710767269
0,1.34407115,20250904135129711,None,2,1,0,-3,1,5,2,-1,1757008289710961580
0,1.351318121,20250904135129718,None,-3,0,-2,13,2,-11,-8,0,1757008289718223810
0,1.351467609,20250904135129718,None,0,0,1,-12,-7,-15,-5,-1,1757008289718429803
0,1.358703852,20250904135129726,None,0,-1,1,-4,4,-35,-3,-3,1757008289725639581
0,1.358906508,20250904135129726,None,-1,-1,0,4,3,2,4,3,1757008289725809097
0,1.3736233709999999,20250904135129741,None,2,-1,-2,3,3,-1,-3,-3,1757008289740629911
0,1.3737919330000001,20250904135129741,None,6,1,-1,-5,1,5,0,0,1757008289740782499
0,1.381092548,20250904135129748,None,-7,-1,-4,1,-2,-2,-4,-3,1757008289748098850
0,1.3812263009999999,20250904135129748,None,0,-5,0,0,-1,4,3,0,1757008289748236894
0,1.388549566,20250904135129756,None,-17,-3,0,-5,6,3,4,-5,1757008289755655527
0,1.388660431,20250904135129756,None,-2,-1,-1,5,-6,-6,-4,0,1757008289755776405
0,1.4035744669999999,20250904135129771,None,-4,-1,2,-3,-3,-4,-2,2,1757008289770661115
0,1.40367651,20250904135129771,None,2,2,0,-2,1,-3,-1,-4,1757008289770782470
0,1.411160708,20250904135129778,None,-4,-1,1,0,4,-4,-7,-10,1757008289778174877
0,1.411283731,20250904135129778,None,-10,-3,3,3,2,-5,2,-7,1757008289778316259
0,1.418580294,20250904135129786,None,4,2,-1,6,0,0,-5,9,1757008289785667419
0,1.418692112,20250904135129786,None,1,1,-3,2,-1,2,0,1,1757008289785791635
0,1.4336216450000001,20250904135129801,None,5,-1,2,-2,-3,-2,-1,-2,1757008289800646543
0,1.43376255,20250904135129801,None,0,-1,-1,-1,3,-3,-5,-1,1757008289800777912
0,1.441108704,20250904135129808,None,0,-2,-1,-6,-4,-5,-2,-1,1757008289808199882
0,1.4412038329999999,20250904135129808,None,0,-2,2,3,0,3,0,0,1757008289808337211
0,1.448580503,20250904135129816,None,7,1,0,-3,4,3,0,-1,1757008289815673112
0,1.4487295150000001,20250904135129816,None,-6,-5,-2,4,-1,-5,2,-3,1757008289815789461
0,1.464077234,20250904135129831,None,4,0,0,-11,-3,-4,-3,-2,1757008289831142425
0,1.464179039,20250904135129831,None,-2,0,-4,-3,-6,-3,-2,-3,1757008289831256151
0,1.471090794,20250904135129838,None,-3,-1,-4,-18,-3,56,2,-3,1757008289838112831
0,1.471205711,20250904135129838,None,-7,-5,-3,3,0,1,-1,-3,1757008289838261842
0,1.478675604,20250904135129846,None,-1,-3,0,0,1,19,-2,0,1757008289845705032
0,1.47885251,20250904135129846,None,5,2,1,2,-1,-23,-2,0,1757008289845835447
0,1.4938321110000001,20250904135129861,None,-2,-2,-2,-1,2,9,1,5,1757008289860764503
0,1.493998766,20250904135129861,None,-9,-7,-4,-5,-5,0,-2,-2,1757008289860952854
0,1.501425743,20250904135129868,None,3,0,-3,3,-2,5,16,-3,1757008289868405818
0,1.501600504,20250904135129869,None,5,-1,0,-4,-1,-3,-15,7,1757008289868590116
0,1.508922815,20250904135129876,None,-2,1,0,-1,-1,-2,-1,-5,1757008289875872611
0,1.5090882780000001,20250904135129876,None,-11,0,2,4,3,2,-1,-10,1757008289876062393
0,1.523907661,20250904135129891,None,9,-1,-2,-4,-7,-3,1,-1,1757008289890843629
0,1.5244266990000002,20250904135129891,None,-6,0,-2,-2,-2,2,0,1,1757008289891040325
0,1.531365633,20250904135129898,None,-5,0,1,-1,2,1,-2,5,1757008289898339986
0,1.5315330029999998,20250904135129899,None,5,1,0,0,1,0,-2,0,1757008289898516893
0,1.53887248,20250904135129906,None,-3,-1,-1,-9,3,-5,2,2,1757008289905815362
0,1.539041519,20250904135129906,None,-2,-3,-5,-2,-5,-4,-2,1,1757008289905993700
0,1.554026127,20250904135129921,None,-2,3,0,2,0,1,-4,-1,1757008289920908451
