gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp,futek
0,0.040067434,20250904111700820,None,4769,1,0,0,-1,-1,-1,-3,-3,1756999020820517301,
0,0.040191889,20250904111700820,None,4769,-3,-1,3,-1,-2,0,-1,-1,1756999020820638418,
0,0.041165113,20250904111700821,None,4769,1,1,0,-4,-1,-3,-5,-3,1756999020821533918,9.04286003112793
0,0.041314125,20250904111700822,None,4769,-3,-3,0,1,-1,0,-2,0,1756999020821829557,9.04286003112793
0,0.046921968,20250904111700827,None,4769,1,-1,0,-3,0,-2,-2,0,1756999020827354907,9.04286003112793
0,0.047079325,20250904111700827,None,4769,1,1,-1,-3,0,1,0,1,1756999020827470064,9.04286003112793
0,0.061990976,20250904111700842,None,4766,0,-3,-2,-2,0,-1,-2,-3,1756999020842429161,6.425189971923828
0,0.062143087,20250904111700842,None,4766,-5,-1,1,3,0,0,1,-1,1756999020842562675,6.425189971923828
0,0.06932497,20250904111700850,None,4765,0,-2,1,-4,-3,-2,-3,-1,1756999020849853038,14.75413990020752
0,0.069414616,20250904111700850,None,4765,-2,-2,-3,-2,-3,-5,-1,-1,1756999020849961280,14.75413990020752
0,0.076853275,20250904111700857,None,4764,0,-1,-1,0,-1,0,1,0,1756999020857383251,14.75413990020752
0,0.07696557,20250904111700857,None,4764,-2,-2,1,-1,-1,-3,0,-2,1756999020857492923,14.75413990020752
0,0.091714144,20250904111700872,None,4763,2,0,-1,3,4,-3,0,0,1756999020872279882,14.75413990020752
0,0.091789961,20250904111700872,None,4763,-1,-2,-1,-1,1,1,-1,0,1756999020872377157,14.75413990020752
0,0.099248409,20250904111700879,None,4762,-1,1,-1,-1,0,-5,-2,-1,1756999020879704475,8.328949928283691
0,0.099308729,20250904111700880,None,4762,-2,0,0,1,-1,0,1,2,1756999020879783868,8.328949928283691
0,0.106833458,20250904111700887,None,4761,-2,4,0,-4,-2,-3,-1,-2,1756999020887343883,11.660530090332031
0,0.106930017,20250904111700887,None,4761,1,-1,-2,1,0,1,-1,0,1756999020887454271,11.660530090332031
0,0.122211695,20250904111700902,None,4760,3,-1,-2,-2,-4,-3,-3,0,1756999020902553796,10.708649635314941
0,0.122358084,20250904111700903,None,4760,3,-2,-2,0,2,0,3,5,1756999020902703762,10.708649635314941
0,0.129496336,20250904111700910,None,4759,-1,-2,1,0,1,-1,-1,0,1756999020909909725,8.804889678955078
0,0.129640818,20250904111700910,None,4759,-2,-3,-1,-4,-3,1,-4,-4,1756999020910023450,8.804889678955078
0,0.144550085,20250904111700925,None,4756,-3,-2,-2,-1,-3,-2,-5,-1,1756999020924932003,6.425189971923828
0,0.144686222,20250904111700925,None,4756,1,3,0,-2,-1,-4,0,-1,1756999020925068140,6.425189971923828
0,0.151869774,20250904111700932,None,4755,-1,1,2,0,1,1,0,-1,1756999020932368278,6.425189971923828
0,0.151985168,20250904111700932,None,4755,0,-2,-2,0,0,0,2,0,1756999020932496309,6.425189971923828
0,0.159589767,20250904111700940,None,4754,-1,-1,-1,-2,-2,-4,-2,1,1756999020939977645,14.75413990020752
0,0.159711838,20250904111700940,None,4754,1,1,3,-1,2,-2,1,-2,1756999020940142154,14.75413990020752
0,0.166960239,20250904111700947,None,4754,-1,-2,0,-1,3,-1,-1,-2,1756999020947376728,5.949249744415283
0,0.167129993,20250904111700947,None,4754,-3,0,2,0,0,-2,1,0,1756999020947493314,5.949249744415283
0,0.182316065,20250904111700963,None,4752,0,1,-2,1,1,0,-3,0,1756999020962440490,7.8530097007751465
0,0.182540178,20250904111700963,None,4752,3,2,-1,-2,-1,0,-1,-3,1756999020962595939,7.8530097007751465
0,0.189679384,20250904111700970,None,4751,-4,1,1,0,-3,-2,4,1,1756999020969911813,12.136469841003418
0,0.189876318,20250904111700970,None,4751,2,-2,-1,-4,-1,1,0,-1,1756999020970030069,12.136469841003418
0,0.197418928,20250904111700978,None,4750,-3,-1,-1,0,4,-2,-2,-1,1756999020977569818,10.232709884643555
0,0.197638988,20250904111700978,None,4750,1,-3,-2,-3,-3,-1,-2,-1,1756999020977746725,10.232709884643555
0,0.212835789,20250904111700993,None,4749,-1,-2,2,1,-2,1,0,-1,1756999020992903709,9.280829429626465
0,0.213073969,20250904111700993,None,4749,-1,0,-2,-1,-2,0,-2,-1,1756999020993181705,9.280829429626465
0,0.21990633,20250904111701000,None,4747,-3,-3,-3,0,-2,-1,0,-5,1756999020999907493,12.850379943847656
0,0.220139265,20250904111701000,None,4747,0,-1,-2,0,-3,-3,-3,-1,1756999021000051021,12.850379943847656
0,0.227369547,20250904111701008,None,4746,-4,0,0,2,0,0,0,1,1756999021007416725,6.6631598472595215
0,0.227626562,20250904111701008,None,4746,1,-3,-2,1,0,-2,-4,-1,1756999021007533788,6.6631598472595215
0,0.242442131,20250904111701023,None,4745,-1,-1,0,-1,-2,2,3,1,1756999021022452831,14.75413990020752
0,0.24291873,20250904111701023,None,4744,-2,0,-4,2,-1,-1,-2,-1,1756999021022586107,14.75413990020752
0,0.249895811,20250904111701030,None,4744,-2,-2,0,-5,-1,1,0,2,1756999021029915809,6.187219619750977
0,0.250127554,20250904111701030,None,4744,-2,-3,-3,3,-4,-3,-3,0,1756999021030035495,6.187219619750977
0,0.264957428,20250904111701045,None,4742,-1,-2,1,-2,-1,-2,2,-3,1756999021044949769,6.901129722595215
0,0.26520133,20250904111701045,None,4742,0,1,-1,-1,1,-4,-3,-2,1756999021045086622,6.901129722595215
0,0.2803092,20250904111701061,None,4740,4,0,-3,3,0,-3,-3,0,1756999021060579776,13.088349342346191
0,0.280588388,20250904111701061,None,4740,-1,-2,-1,-6,-2,-3,-2,-1,1756999021060738325,13.088349342346191
0,0.281460047,20250904111701062,None,4740,0,-1,0,-1,0,-1,-2,1,1756999021061372995,9.518799781799316
0,0.281768322,20250904111701062,None,4740,-3,1,0,-1,-1,-1,0,-2,1756999021061558246,9.518799781799316
0,0.294934273,20250904111701075,None,4739,-3,1,3,-2,1,3,2,-4,1756999021074951171,9.994739532470703
0,0.29515171,20250904111701075,None,4739,-2,-1,-1,0,-2,0,-3,-2,1756999021075085163,9.994739532470703
0,0.30189681,20250904111701082,None,4737,1,0,-2,0,0,-3,-1,1,1756999021082370758,12.612409591674805
0,0.302030325,20250904111701082,None,4737,-2,-2,0,-4,-2,-3,-1,-2,1756999021082479000,12.612409591674805
0,0.309344053,20250904111701090,None,4736,-3,0,-1,0,-2,-3,-1,-2,1756999021089874267,6.6631598472595215
0,0.309453964,20250904111701090,None,4736,0,-2,-1,-1,0,1,-1,-1,1756999021089988470,6.6631598472595215
0,0.324300289,20250904111701105,None,4735,1,0,0,2,1,-4,-2,0,1756999021104814052,14.516169548034668
0,0.324400425,20250904111701105,None,4735,0,1,-2,-3,0,-2,-3,-2,1756999021104925394,14.516169548034668
0,0.331875801,20250904111701112,None,4734,1,1,-2,-3,1,-2,2,1,1756999021112399339,5.949249744415283
0,0.331973076,20250904111701112,None,4734,0,-5,0,-2,0,0,0,-1,1756999021112540960,5.949249744415283
0,0.339422464,20250904111701120,None,4733,-2,-3,1,1,-3,-2,-2,1,1756999021119886398,14.516169548034668
0,0.339568138,20250904111701120,None,4733,1,2,-2,-2,-1,-1,0,-3,1756999021120029687,14.516169548034668
0,0.354391098,20250904111701135,None,4731,-3,-2,-1,1,-1,3,1,1,1756999021134874820,13.564290046691895
0,0.354494572,20250904111701135,None,4731,0,3,-1,-1,0,-1,-1,0,1756999021135015249,13.564290046691895
0,0.361896276,20250904111701142,None,4731,0,-2,-1,-2,-3,-1,0,0,1756999021142385959,13.564290046691895
0,0.361996412,20250904111701142,None,4731,1,1,0,-2,-3,-2,-1,-2,1756999021142528295,13.564290046691895
0,0.36956954,20250904111701150,None,4730,-3,0,0,0,0,-3,-3,-1,1756999021149874448,9.280829429626465
0,0.369820595,20250904111701150,None,4730,0,-1,0,1,-1,-5,0,0,1756999021150009393,9.280829429626465
0,0.38448286,20250904111701165,None,4727,0,-2,-1,1,-1,-1,0,-2,1756999021164891719,11.184589385986328
0,0.384661436,20250904111701165,None,4727,2,-1,-4,0,0,1,-4,-3,1756999021165050983,11.184589385986328
0,0.391957283,20250904111701172,None,4727,2,1,-3,1,-2,-2,-1,0,1756999021172387361,8.09097957611084
0,0.392085791,20250904111701172,None,4727,2,2,0,1,-1,-2,-1,5,1756999021172523260,8.09097957611084
0,0.399401665,20250904111701180,None,4727,-5,1,-1,-2,-2,-2,-1,-4,1756999021179836988,8.09097957611084
0,0.399576187,20250904111701180,None,4727,-1,1,1,-1,-2,-3,-1,0,1756999021179960489,8.09097957611084
0,0.414624452,20250904111701195,None,4724,-5,0,0,1,1,0,-1,0,1756999021194936037,5.949249744415283
0,0.414761066,20250904111701195,None,4724,0,0,-1,3,0,-3,2,-2,1756999021195101737,5.949249744415283
0,0.422289371,20250904111701203,None,4723,-2,-1,1,-1,-2,2,-1,2,1756999021202639102,14.516169548034668
0,0.422403097,20250904111701203,None,4723,1,-1,0,-4,-3,1,-4,-2,1756999021202810525,14.516169548034668
0,0.429432154,20250904111701210,None,4722,1,0,-3,2,1,2,-1,1,1756999021209872722,6.187219619750977
0,0.429599047,20250904111701210,None,4722,-1,-1,-4,-3,-2,-2,-4,-7,1756999021210035800,6.187219619750977
0,0.444402695,20250904111701225,None,4721,-2,-3,2,0,-5,-1,-1,1,1756999021224829912,13.326319694519043
0,0.444551229,20250904111701225,None,4721,-3,-3,0,-2,-1,-3,0,1,1756999021224950313,13.326319694519043
0,0.451885462,20250904111701232,None,4720,-3,-2,-2,-2,2,2,0,0,1756999021232307672,8.804889678955078
0,0.452076435,20250904111701232,None,4720,0,2,-3,-1,1,0,-1,0,1756999021232434272,8.804889678955078
0,0.459347248,20250904111701240,None,4719,-1,1,-1,0,-4,-4,1,0,1756999021239805459,10.946619987487793
0,0.459462643,20250904111701240,None,4719,0,1,-1,-2,-1,-1,-1,0,1756999021239940404,10.946619987487793
0,0.474372387,20250904111701255,None,4717,-3,-4,-4,-1,2,-1,-2,-1,1756999021254826307,11.660530090332031
0,0.474534273,20250904111701255,None,4717,-3,-1,0,1,0,0,-1,-1,1756999021254946470,11.660530090332031
0,0.482182026,20250904111701262,None,4717,-1,0,-1,-1,-3,1,-1,-1,1756999021262554883,8.09097957611084
0,0.482389927,20250904111701263,None,4717,4,-1,0,-2,-1,0,-1,1,1756999021262746572,8.09097957611084
0,0.489358902,20250904111701270,None,4715,2,-2,-2,-3,-1,-1,1,0,1756999021269768238,14.040229797363281
0,0.48947978,20250904111701270,None,4715,0,2,-1,2,-3,-1,0,-3,1756999021269893169,14.040229797363281
0,0.504278421,20250904111701285,None,4713,-1,0,-1,0,-2,-1,-1,0,1756999021284789800,14.75413990020752
0,0.504394054,20250904111701285,None,4713,-1,-1,-4,-3,0,-2,0,2,1756999021284904956,14.75413990020752
0,0.511712313,20250904111701292,None,4712,-3,0,-1,0,1,0,-7,-3,1756999021292279243,14.75413990020752
0,0.511801243,20250904111701292,None,4712,1,-2,0,-1,-1,0,-1,1,1756999021292392969,14.75413990020752
0,0.519307375,20250904111701300,None,4711,-1,0,-3,-5,-1,-1,-1,-1,1756999021299777030,6.6631598472595215
0,0.519450426,20250904111701300,None,4711,0,-2,-2,-4,-2,-2,2,1,1756999021299896240,6.6631598472595215
0,0.53441143,20250904111701315,None,4710,-2,0,2,-2,0,2,-2,5,1756999021314819097,8.328949928283691
0,0.534550667,20250904111701315,None,4710,-5,-1,0,-1,-3,0,-2,-4,1756999021314952850,8.328949928283691
0,0.541910648,20250904111701322,None,4709,-1,-3,-1,-1,-2,1,-1,1,1756999021322382926,12.136469841003418
0,0.542040825,20250904111701322,None,4709,-1,0,-1,-1,-3,0,-4,-4,1756999021322514533,12.136469841003418
0,0.549349308,20250904111701330,None,4708,3,1,-6,-2,-3,-1,0,-2,1756999021329822540,10.946619987487793
0,0.54945898,20250904111701330,None,4708,-2,-4,-1,-2,-3,-1,0,-2,1756999021329955101,10.946619987487793
0,0.564355135,20250904111701345,None,4705,0,-3,0,0,0,-2,2,0,1756999021344818592,8.566919326782227
0,0.564464807,20250904111701345,None,4705,0,-2,1,-1,0,0,0,-3,1756999021344957113,8.566919326782227
0,0.571913719,20250904111701352,None,4705,-1,0,1,0,-1,-3,0,-2,1756999021352355241,13.564290046691895
0,0.572092533,20250904111701352,None,4705,-1,-2,2,0,2,2,0,-1,1756999021352480649,13.564290046691895
0,0.579351187,20250904111701360,None,4704,-3,-4,1,-3,-3,0,-3,0,1756999021359783649,6.425189971923828
0,0.579537153,20250904111701360,None,4704,-3,0,-2,-2,-3,-1,1,-2,1756999021359888315,6.425189971923828
0,0.594412327,20250904111701375,None,4702,-1,2,0,-2,0,-2,2,0,1756999021374855756,14.516169548034668
0,0.594650984,20250904111701375,None,4702,2,0,-3,2,1,0,-1,0,1756999021374986648,5.949249744415283
0,0.601919889,20250904111701382,None,4701,1,0,-1,3,-4,-3,-1,-1,1756999021382359504,5.949249744415283
0,0.602097034,20250904111701382,None,4701,0,-4,0,1,-1,-1,-1,-1,1756999021382485866,5.949249744415283
0,0.60929656,20250904111701390,None,4701,-3,-1,0,-2,1,-1,-1,3,1756999021389822721,14.278200149536133
0,0.609398842,20250904111701390,None,4701,2,2,-3,-1,-4,1,0,1,1756999021389940738,14.278200149536133
0,0.624325991,20250904111701405,None,4699,-2,2,-4,-1,2,-2,0,0,1756999021404806852,11.898499488830566
0,0.624433756,20250904111701405,None,4699,-1,-2,0,1,1,-4,-1,-2,1756999021404933691,11.898499488830566
0,0.631803036,20250904111701412,None,4698,-1,-1,-3,-2,-2,-2,0,0,1756999021412344694,10.470680236816406
0,0.63189125,20250904111701412,None,4698,-1,3,0,-3,1,0,1,-6,1756999021412477493,10.470680236816406
0,0.63926363,20250904111701419,None,4697,1,-2,-1,-1,0,3,2,0,1756999021419791460,10.470680236816406
0,0.63935709,20250904111701420,None,4697,1,-1,-1,1,-3,-3,-1,1,1756999021419914960,10.470680236816406
0,0.65434742,20250904111701435,None,4695,-2,-2,-2,1,-1,-1,1,-1,1756999021434849023,13.088349342346191
0,0.654428482,20250904111701435,None,4695,-2,-2,-1,-1,-2,-1,0,-1,1756999021435009241,13.088349342346191
0,0.6618855,20250904111701442,None,4694,-1,-3,1,1,2,0,-1,-1,1756999021442394256,6.425189971923828
0,0.661975622,20250904111701442,None,4694,1,0,1,-5,-1,-3,-2,0,1756999021442559719,6.425189971923828
0,0.669303656,20250904111701450,None,4693,1,2,-3,0,-1,-2,-1,-1,1756999021449822902,14.278200149536133
0,0.669412613,20250904111701450,None,4693,-1,-2,-3,-4,0,-1,-1,-1,1756999021449966192,14.278200149536133
0,0.684313536,20250904111701465,None,4692,-3,-1,-3,3,-3,-1,-2,-2,1756999021464821338,5.949249744415283
0,0.684402943,20250904111701465,None,4692,1,-1,1,1,1,-2,3,0,1756999021464977502,5.949249744415283
0,0.692076445,20250904111701472,None,4691,0,0,-2,-2,-3,-1,-1,-1,1756999021472512006,14.516169548034668
0,0.692166328,20250904111701472,None,4691,-1,0,1,0,1,0,2,0,1756999021472702980,14.516169548034668
0,0.699375391,20250904111701480,None,4690,1,1,0,-1,0,-3,-3,-1,1756999021479855060,7.139100074768066
0,0.699466705,20250904111701480,None,4690,0,1,-2,-2,-2,1,0,0,1756999021480010747,7.139100074768066
0,0.714439869,20250904111701495,None,4688,-1,-1,-2,2,-1,-1,-1,-5,1756999021494889259,9.518799781799316
0,0.714562416,20250904111701495,None,4688,-2,-1,-2,2,-2,-2,-4,-2,1756999021495050191,9.518799781799316
0,0.721849918,20250904111701502,None,4687,1,-2,-2,-1,0,0,-1,1,1756999021502403736,9.518799781799316
0,0.721964598,20250904111701502,None,4687,1,-3,-1,2,-1,2,-1,-2,1756999021502546548,9.518799781799316
0,0.729466677,20250904111701510,None,4687,0,-3,2,-4,1,-2,-1,-2,1756999021509946346,9.756770133972168
0,0.72956872,20250904111701510,None,4687,2,0,0,-3,-1,-3,-4,0,1756999021510130643,9.756770133972168
0,0.744258404,20250904111701524,None,4684,1,-1,1,0,-1,1,1,-1,1756999021524686336,6.901129722595215
0,0.744359255,20250904111701525,None,4684,1,-4,-3,-4,0,-2,-1,0,1756999021524805068,6.901129722595215
0,0.751825809,20250904111701532,None,4683,-4,0,0,-2,-2,0,-1,0,1756999021532315969,14.516169548034668
0,0.751926899,20250904111701532,None,4683,0,1,-1,0,1,-2,1,1,1756999021532445907,14.516169548034668
0,0.759248495,20250904111701539,None,4682,-2,-3,-1,0,-1,-1,-2,-1,1756999021539760589,14.516169548034668
0,0.759348392,20250904111701540,None,4682,-1,3,-2,-1,-1,-1,-4,-3,1756999021539882898,14.516169548034668
0,0.774356365,20250904111701555,None,4681,-1,1,0,-3,-1,2,1,0,1756999021554844617,14.516169548034668
0,0.774460077,20250904111701555,None,4681,0,-2,1,-3,1,-1,-4,-1,1756999021555008172,14.516169548034668
0,0.781924248,20250904111701562,None,4680,0,-1,1,-3,0,0,-1,-2,1756999021562385559,7.139100074768066
0,0.782079697,20250904111701562,None,4680,1,2,0,-3,-1,-2,-3,-1,1756999021562524080,7.139100074768066
0,0.789281368,20250904111701570,None,4679,-2,1,-2,2,-1,-2,1,0,1756999021569809198,12.850379943847656
0,0.789376497,20250904111701570,None,4679,2,-3,-1,-5,-5,2,1,-1,1756999021569937705,12.850379943847656
0,0.80435586,20250904111701585,None,4678,-3,-2,-1,3,-1,2,-4,-2,1756999021584813356,8.566919326782227
0,0.804491281,20250904111701585,None,4678,0,1,0,1,1,0,0,-2,1756999021584950923,8.566919326782227
0,0.811839104,20250904111701592,None,4677,1,0,-1,-1,-4,2,1,-2,1756999021592318534,10.470680236816406
0,0.811954021,20250904111701592,None,4677,-1,-1,-1,-1,-2,-3,-1,1,1756999021592445611,10.470680236816406
0,0.819284439,20250904111701600,None,4675,2,1,0,2,1,-3,-1,0,1756999021599808931,12.374439239501953
0,0.819381952,20250904111701600,None,4675,1,-2,-4,0,-2,-3,-1,0,1756999021599935531,12.374439239501953
0,0.834316015,20250904111701615,None,4673,0,0,-1,-1,0,0,-2,-1,1756999021614835739,14.278200149536133
0,0.834433555,20250904111701615,None,4673,1,-3,-1,-1,-3,1,-1,0,1756999021614973068,14.278200149536133
0,0.841914654,20250904111701622,None,4673,-1,-3,-1,-1,0,-3,0,0,1756999021622394561,14.278200149536133
0,0.842042208,20250904111701622,None,4673,-2,-1,-1,0,-1,0,-2,0,1756999021622521638,14.278200149536133
0,0.849273205,20250904111701629,None,4672,-3,1,-2,1,-4,-3,-2,2,1756999021629791021,6.187219619750977
0,0.849357605,20250904111701630,None,4672,0,0,0,-3,0,1,-1,2,1756999021629943609,6.187219619750977
0,0.864355326,20250904111701645,None,4670,-1,1,-1,1,-3,0,0,0,1756999021644808292,6.425189971923828
0,0.864504576,20250904111701645,None,4670,-1,-2,0,-3,0,-1,-1,0,1756999021644966840,6.425189971923828
0,0.871835947,20250904111701652,None,4669,-3,-4,0,-1,-2,-1,0,0,1756999021652308940,13.088349342346191
0,0.872018576,20250904111701652,None,4669,0,2,0,0,-3,-1,-3,-2,1756999021652431011,13.088349342346191
0,0.879667044,20250904111701660,None,4668,-3,-3,1,-1,-3,-1,2,-2,1756999021659751892,13.088349342346191
0,0.879916906,20250904111701660,None,4668,-4,2,1,-1,-2,-5,-1,-3,1756999021659948587,13.088349342346191
0,0.894390106,20250904111701675,None,4667,0,0,-3,-3,3,2,1,4,1756999021674807071,10.708649635314941
0,0.894508123,20250904111701675,None,4667,0,-1,-2,-2,-1,-1,-1,-3,1756999021674987316,10.708649635314941
0,0.902047157,20250904111701682,None,4665,0,-1,0,1,-3,-1,-1,0,1756999021682400941,11.184589385986328
0,0.902240038,20250904111701682,None,4665,0,-3,2,0,-1,0,0,-1,1756999021682557344,11.184589385986328
0,0.909435272,20250904111701690,None,4665,1,1,3,0,-1,-1,-2,0,1756999021689840316,7.8530097007751465
0,0.909615755,20250904111701690,None,4665,-2,-3,-2,-3,-1,-1,-4,1,1756999021689977645,7.8530097007751465
0,0.924325228,20250904111701705,None,4663,-2,1,-1,-3,-3,0,-3,0,1756999021704777002,14.040229797363281
0,0.924432516,20250904111701705,None,4663,0,-3,0,-1,-1,-1,-1,-3,1756999021704907417,14.040229797363281
0,0.931752443,20250904111701712,None,4662,-4,-1,0,-3,-1,-1,3,-1,1756999021712205648,6.187219619750977
0,0.931843519,20250904111701712,None,4662,0,2,0,-1,2,0,0,-2,1756999021712328195,6.187219619750977
0,0.939311266,20250904111701720,None,4661,0,-1,-1,2,-1,-1,-3,1,1756999021719782590,14.516169548034668
0,0.939425945,20250904111701720,None,4661,-1,1,0,0,-1,0,-4,1,1756999021719922065,14.516169548034668
0,0.954368353,20250904111701735,None,4659,-1,-2,-3,1,0,0,-1,-3,1756999021734827995,6.187219619750977
0,0.954507112,20250904111701735,None,4659,-2,0,-2,0,-2,-3,1,-1,1756999021734993934,6.187219619750977
0,0.961722374,20250904111701742,None,4659,-2,-1,-3,-1,-2,-3,2,-1,1756999021742271900,14.040229797363281
0,0.961940288,20250904111701742,None,4658,-4,-3,-1,4,-2,0,-1,-1,1756999021742432355,14.040229797363281
0,0.96930623,20250904111701750,None,4658,1,-4,-2,-4,0,-4,1,1,1756999021749817132,8.566919326782227
0,0.96938777,20250904111701750,None,4658,-1,2,-2,1,-2,3,0,1,1756999021749977827,8.566919326782227
0,0.984303713,20250904111701765,None,4655,-2,0,-2,-1,-3,1,-4,-4,1756999021764785766,10.946619987487793
0,0.984408378,20250904111701765,None,4655,1,0,-3,-2,-1,1,-1,-4,1756999021764965295,10.946619987487793
0,0.991699219,20250904111701772,None,4655,-1,-3,-1,2,-2,1,-1,-1,1756999021772175550,9.04286003112793
0,0.991780043,20250904111701772,None,4655,0,0,0,0,-4,1,2,-1,1756999021772252082,9.04286003112793
0,0.999153137,20250904111701779,None,4653,-1,-2,-3,-1,0,0,0,-2,1756999021779673576,9.04286003112793
0,0.999215364,20250904111701779,None,4653,0,-3,-2,-4,3,1,-3,-1,1756999021779782295,9.04286003112793
0,1.014383793,20250904111701795,None,4652,-2,-3,3,2,1,-2,3,-1,1756999021794759273,6.187219619750977
0,1.014559746,20250904111701795,None,4652,-4,-5,1,-2,0,0,-1,-1,1756999021794905185,6.187219619750977
0,1.021804571,20250904111701802,None,4651,0,-1,-2,2,0,-3,-2,0,1756999021802310228,14.516169548034668
0,1.021911144,20250904111701802,None,4651,0,2,1,-1,-3,-3,-2,-1,1756999021802455902,14.516169548034668
0,1.029296636,20250904111701810,None,4650,0,4,0,-2,-2,1,1,-1,1756999021809789896,14.516169548034668
0,1.029411793,20250904111701810,None,4650,0,1,-1,-4,-3,0,-1,-1,1756999021809935092,14.516169548034668
0,1.044344187,20250904111701825,None,4649,0,0,-1,2,2,-1,0,2,1756999021824811935,14.040229797363281
0,1.044449329,20250904111701825,None,4649,3,0,-3,-2,2,-1,2,-1,1756999021824957847,14.040229797363281
0,1.051786661,20250904111701832,None,4648,-2,-5,-3,0,0,-3,-2,-4,1756999021832250356,7.8530097007751465
0,1.051907778,20250904111701832,None,4648,0,-1,-1,-2,-1,0,-1,-2,1756999021832374334,7.8530097007751465
0,1.0592134,20250904111701839,None,4647,0,-2,-2,3,-4,-2,-4,-1,1756999021839725971,11.42255973815918
0,1.059312582,20250904111701840,None,4647,-2,2,1,-1,-3,-2,0,0,1756999021839846849,11.42255973815918
0,1.07423377,20250904111701854,None,4645,-4,-1,0,-1,-1,2,1,-1,1756999021854753732,10.232709884643555
0,1.074312687,20250904111701855,None,4645,-3,0,-1,-3,-2,1,1,1,1756999021854893207,10.232709884643555
0,1.081730127,20250904111701862,None,4645,0,-2,0,2,-2,-4,-3,-3,1756999021862259626,8.804889678955078
0,1.081833124,20250904111701862,None,4645,1,-1,-4,-5,-1,1,-1,-1,1756999021862372875,8.804889678955078
0,1.089348316,20250904111701870,None,4643,0,0,-2,-4,1,2,1,2,1756999021869832277,13.088349342346191
0,1.089460373,20250904111701870,None,4643,-1,2,-2,1,-1,2,-2,-1,1756999021869996547,13.088349342346191
0,1.104465485,20250904111701885,None,4641,0,-2,1,1,-2,0,-1,-1,1756999021884839057,14.516169548034668
0,1.104659319,20250904111701885,None,4641,-2,-2,0,-3,-2,-2,-1,0,1756999021885028600,14.516169548034668
0,1.111810923,20250904111701892,None,4640,-1,-2,-3,-1,0,-3,1,0,1756999021892311811,5.71127986907959
0,1.111898899,20250904111701892,None,4640,-3,-1,-3,0,-2,-4,-6,-5,1756999021892474889,5.71127986907959
0,1.119372368,20250904111701900,None,4639,0,2,-2,0,1,1,0,-2,1756999021899835348,5.71127986907959
0,1.119466305,20250904111701900,None,4639,-3,-3,-2,1,0,-1,-2,0,1756999021900015830,5.71127986907959
0,1.134377003,20250904111701915,None,4638,-3,-1,-1,-1,1,-3,1,4,1756999021914769649,7.139100074768066
0,1.134540796,20250904111701915,None,4638,0,1,-3,-1,-4,0,-1,1,1756999021914901733,7.139100074768066
0,1.142295837,20250904111701923,None,4637,-3,-1,0,-2,0,-1,0,-2,1756999021922518730,11.898499488830566
0,1.142467022,20250904111701923,None,4637,1,5,-2,2,0,-1,-1,-4,1756999021922817707,11.898499488830566
0,1.149369478,20250904111701930,None,4636,2,-3,-1,-3,0,-4,-2,1,1756999021929744482,9.756770133972168
0,1.149530411,20250904111701930,None,4636,0,-3,4,1,0,0,-2,-1,1756999021929882287,9.756770133972168
0,1.164688825,20250904111701945,None,4635,1,0,1,0,-2,-2,3,-1,1756999021944945096,9.280829429626465
0,1.164903641,20250904111701945,None,4635,0,1,0,-3,-1,0,-4,-2,1756999021945129632,9.280829429626465
0,1.17228651,20250904111701953,None,4633,-1,-1,0,-1,-2,-1,-1,-2,1756999021952523708,12.612409591674805
0,1.172488212,20250904111701953,None,4633,-2,-3,-2,-3,-3,1,1,0,1756999021952650785,12.612409591674805
0,1.179354429,20250904111701960,None,4632,1,-1,-2,-2,-2,0,0,1,1756999021959693670,6.6631598472595215
0,1.17974329,20250904111701960,None,4632,-3,0,0,-1,0,-1,0,0,1756999021959832429,6.6631598472595215
0,1.194576263,20250904111701975,None,4630,-1,-2,-3,-2,-1,-1,0,0,1756999021974732875,5.949249744415283
0,1.19478941,20250904111701975,None,4630,1,0,-1,3,-4,0,0,-2,1756999021974858283,5.949249744415283
0,1.202041864,20250904111701982,None,4630,1,-3,-1,0,-4,2,-1,1,1756999021982262134,5.949249744415283
0,1.202239513,20250904111701982,None,4630,-1,1,0,3,-3,0,-1,1,1756999021982368230,5.949249744415283
0,1.217325449,20250904111701998,None,4628,0,-1,-3,-2,1,0,-1,-1,1756999021997586011,6.6631598472595215
0,1.217648744,20250904111701998,None,4628,-2,-2,1,-1,-1,1,-2,-3,1756999021997779369,6.6631598472595215
0,1.224984407,20250904111702005,None,4627,0,-1,1,0,-2,-1,2,-1,1756999022004998683,12.374439239501953
0,1.225158214,20250904111702005,None,4627,0,1,-1,0,-3,0,3,1,1756999022005182027,12.374439239501953
0,1.232165813,20250904111702012,None,4626,-2,2,-2,-1,0,-1,0,-1,1756999022012434244,9.280829429626465
0,1.232260227,20250904111702012,None,4626,-1,-1,-1,2,-2,1,-3,0,1756999022012606143,9.280829429626465
0,1.247035265,20250904111702027,None,4625,-5,-3,0,1,-2,-3,-3,-2,1756999022027335405,9.994739532470703
0,1.247145176,20250904111702027,None,4625,-1,0,-4,1,-1,-3,1,-3,1756999022027497053,9.994739532470703
0,1.25451684,20250904111702035,None,4623,1,0,-5,-3,1,1,0,0,1756999022034733533,12.374439239501953
0,1.254735231,20250904111702035,None,4623,-2,-3,-3,-1,2,-1,0,-1,1756999022034855604,12.374439239501953
