gt,time_elapsed,current_time,current_task,futek,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp,motor_position
0,0.031243086,20250904110610380,None,231.5447998046875,-4,-2,0,-1,-2,1,-1,-2,1756998370378904104,
0,0.031396866,20250904110610380,None,231.5447998046875,1,3,-5,-3,1,-3,0,-1,1756998370379026651,
0,0.037763119,20250904110610386,None,230.83090209960938,0,4,0,-3,-2,-2,0,-1,1756998370386491298,
0,0.037902832,20250904110610386,None,230.83090209960938,2,0,-4,0,-3,-1,-4,-2,1756998370386626720,
0,0.052668333,20250904110610401,None,231.3068389892578,-4,-4,-5,-4,-3,0,1,2,1756998370401441097,-76.0
0,0.052803039,20250904110610401,None,231.3068389892578,0,-9,0,-2,1,1,-1,3,1756998370401558876,-76.0
0,0.060166836,20250904110610409,None,230.35494995117188,-2,-3,0,-3,-1,-4,-7,-1,1756998370408952474,-76.0
0,0.060312986,20250904110610409,None,230.35494995117188,-1,0,0,-2,-1,6,12,4,1756998370409081935,-76.0
0,0.067582369,20250904110610416,None,230.35494995117188,-1,7,-3,-3,-2,-1,0,-3,1756998370416374444,-76.0
0,0.067676067,20250904110610416,None,230.35494995117188,2,1,-2,0,1,0,-2,-2,1756998370416500329,-76.0
0,0.082648754,20250904110610431,None,230.1169891357422,-2,2,1,-2,1,-2,-1,0,1756998370431427955,-76.0
0,0.08278203,20250904110610431,None,230.1169891357422,-5,-16,-5,-1,2,-1,-4,-4,1756998370431548118,-76.0
0,0.090145826,20250904110610439,None,231.78277587890625,-1,-4,-2,-4,-1,0,-2,-3,1756998370438900232,-76.0
0,0.090292454,20250904110610439,None,231.78277587890625,2,2,3,-2,-1,-4,0,-1,1756998370439018964,-76.0
0,0.097711563,20250904110610446,None,230.35494995117188,3,9,3,-1,-2,0,2,-2,1756998370446462869,-76.0
0,0.097860098,20250904110610446,None,230.35494995117188,-1,-7,1,1,-3,-1,-1,-1,1756998370446613311,-76.0
0,0.113425731,20250904110610462,None,231.5447998046875,-1,-8,-4,-3,-3,0,1,0,1756998370461608409,-76.0
0,0.113700867,20250904110610462,None,231.5447998046875,0,3,1,-1,0,-1,1,0,1756998370461804866,-76.0
0,0.120345115,20250904110610469,None,230.83090209960938,-1,-1,-2,-3,-1,-5,-12,-1,1756998370469006538,-76.0
0,0.120493173,20250904110610469,None,230.83090209960938,-1,0,0,0,0,4,14,-1,1756998370469246864,-76.0
0,0.128121853,20250904110610477,None,231.06886291503906,-2,0,0,-2,-1,-1,-1,0,1756998370476778268,-76.0
0,0.128293037,20250904110610477,None,231.06886291503906,-4,1,2,0,-1,-1,-3,-3,1756998370477005481,-76.0
0,0.142981767,20250904110610492,None,230.83090209960938,-1,-3,2,-1,-2,-1,-2,-3,1756998370491738319,-76.0
0,0.143097639,20250904110610492,None,230.83090209960938,3,0,-3,-1,0,-3,0,0,1756998370491940975,-76.0
0,0.150348425,20250904110610499,None,230.83090209960938,-2,-6,2,-2,1,-1,1,-4,1756998370499140262,-76.0
0,0.150461435,20250904110610499,None,230.83090209960938,-1,-2,0,0,0,-1,2,0,1756998370499274969,-76.0
0,0.158364534,20250904110610507,None,231.5447998046875,2,0,0,-1,-3,-1,0,-1,1756998370506982088,-76.0
0,0.158616066,20250904110610507,None,231.5447998046875,-3,-8,2,0,1,-2,-3,2,1756998370507189750,-76.0
0,0.172997474,20250904110610522,None,232.020751953125,1,4,-1,3,-1,-3,-1,-1,1756998370521535634,-76.0
0,0.173133135,20250904110610522,None,232.020751953125,2,2,0,-1,0,1,-1,2,1756998370521908044,-76.0
0,0.180282116,20250904110610529,None,230.59292602539062,1,1,-1,0,-3,1,-1,-2,1756998370529029369,-76.0
0,0.180434942,20250904110610529,None,230.59292602539062,-2,-5,0,-3,-2,-3,-9,-6,1756998370529167890,-76.0
0,0.187754631,20250904110610536,None,230.59292602539062,1,5,1,-1,5,4,11,7,1756998370536446094,-76.0
0,0.187907219,20250904110610536,None,230.59292602539062,-2,-2,-2,-2,-1,0,-2,1,1756998370536585807,-76.0
0,0.202977419,20250904110610552,None,230.59292602539062,-2,-5,1,0,1,-4,-4,-2,1756998370551658153,-76.0
0,0.203146219,20250904110610552,None,230.59292602539062,-2,-9,-3,-4,-2,-3,1,-1,1756998370551835298,-76.0
0,0.210333586,20250904110610559,None,231.3068389892578,-1,-3,-3,-4,-4,-5,-2,0,1756998370558947801,-76.0
0,0.21049118,20250904110610559,None,231.3068389892578,2,-1,1,0,0,0,0,-3,1756998370559104919,-76.0
0,0.217663765,20250904110610566,None,231.06886291503906,3,14,-3,0,-2,-1,1,1,1756998370566455602,-76.0
0,0.217821359,20250904110610566,None,231.06886291503906,1,-7,-1,-5,1,-1,0,-1,1756998370566599369,-76.0
0,0.232928991,20250904110610581,None,231.06886291503906,-3,-8,-1,2,-1,-1,-3,-1,1756998370581681013,-76.0
0,0.233069897,20250904110610582,None,231.06886291503906,0,4,0,1,-1,-2,-2,-1,1756998370581893444,-76.0
0,0.240350246,20250904110610589,None,231.5447998046875,1,6,1,0,0,-3,0,3,1756998370589012622,-76.0
0,0.240539789,20250904110610589,None,231.5447998046875,0,2,-4,-5,-2,-3,1,-1,1756998370589146852,-76.0
0,0.247740984,20250904110610596,None,230.35494995117188,-2,-5,-1,1,1,0,-4,-1,1756998370596436023,-76.0
0,0.247942686,20250904110610596,None,230.35494995117188,-1,-1,-3,2,0,-2,-7,-2,1756998370596675395,-76.0
0,0.26267457,20250904110610611,None,230.1169891357422,1,-1,0,-3,-2,1,3,1,1756998370611465692,-76.0
0,0.262829304,20250904110610611,None,230.1169891357422,-1,-4,-2,0,-1,-3,0,0,1756998370611602783,-76.0
0,0.270239591,20250904110610619,None,230.1169891357422,-3,-2,-2,-3,-6,0,-5,0,1756998370619012594,-76.0
0,0.270391464,20250904110610619,None,230.1169891357422,-1,-1,1,-2,-2,1,2,0,1756998370619152784,-76.0
0,0.277683735,20250904110610626,None,231.5447998046875,-4,-3,-4,-1,0,-4,-4,-1,1756998370626493692,-76.0
0,0.277854204,20250904110610626,None,231.5447998046875,2,2,0,1,2,0,-1,-2,1756998370626641988,-76.0
0,0.292752743,20250904110610641,None,231.3068389892578,-4,-6,-1,0,-4,1,-3,0,1756998370641503810,-76.0
0,0.29293704,20250904110610641,None,231.3068389892578,-1,1,-1,1,-3,-3,-2,-1,1756998370641664743,-76.0
0,0.30029726,20250904110610649,None,231.06886291503906,3,0,-1,-2,-1,4,3,3,1756998370649006128,-76.0
0,0.300563812,20250904110610649,None,231.06886291503906,-1,0,2,3,0,-2,-4,-4,1756998370649154901,-76.0
0,0.307687282,20250904110610656,None,231.06886291503906,-3,-5,-2,0,1,-3,0,-1,1756998370656483888,-76.0
0,0.30779171,20250904110610656,None,231.06886291503906,1,-2,-2,0,3,0,0,-2,1756998370656637907,-76.0
0,0.322454452,20250904110610671,None,231.5447998046875,-1,1,-3,-3,-2,-3,-11,-3,1756998370671350240,-76.0
0,0.322539329,20250904110610671,None,231.5447998046875,2,-2,-1,0,-1,3,14,4,1756998370671453714,-76.0
0,0.338398933,20250904110610687,None,231.78277587890625,-3,-2,-4,-1,-3,-1,-3,-1,1756998370687123298,-76.0
0,0.33855772,20250904110610687,None,231.78277587890625,0,2,0,1,-4,-2,1,0,1756998370687288522,-76.0
0,0.339095592,20250904110610688,None,231.78277587890625,-3,-3,0,-1,-1,-1,-3,-1,1756998370687953710,-76.0
0,0.339231252,20250904110610688,None,231.78277587890625,0,1,-3,1,0,-4,-3,-1,1756998370688077211,-76.0
0,0.352725506,20250904110610701,None,230.35494995117188,2,5,1,1,0,2,4,4,1756998370701489686,-76.0
0,0.352878094,20250904110610701,None,230.35494995117188,1,3,-2,0,-1,0,0,3,1756998370701664447,-76.0
0,0.36027956,20250904110610709,None,232.020751953125,2,-1,-2,-1,0,-1,-1,0,1756998370709026575,-77.0
0,0.360415697,20250904110610709,None,232.020751953125,-1,0,0,-1,-3,-1,-2,3,1756998370709197759,-77.0
0,0.367711305,20250904110610716,None,230.35494995117188,-3,-15,-3,-2,2,-3,-2,-1,1756998370716470718,-76.0
0,0.367864847,20250904110610716,None,230.35494995117188,-1,-3,-2,0,-2,-1,-3,-3,1756998370716649770,-76.0
0,0.383057356,20250904110610732,None,230.83090209960938,1,5,0,0,2,0,0,-3,1756998370731805801,-76.0
0,0.383274317,20250904110610732,None,230.83090209960938,-2,-1,2,1,2,-2,0,-1,1756998370731978178,-76.0
0,0.390283346,20250904110610739,None,230.83090209960938,3,-1,-4,-3,-2,-2,2,1,1756998370739053964,-76.0
0,0.390423536,20250904110610739,None,230.83090209960938,2,8,-2,3,0,0,-8,-1,1756998370739204168,-76.0
0,0.397744894,20250904110610746,None,230.83090209960938,0,-7,-1,3,-1,4,12,0,1756998370746487617,-76.0
0,0.397892475,20250904110610746,None,230.83090209960938,1,-6,-1,-2,-1,0,-1,0,1756998370746639251,-76.0
0,0.412771702,20250904110610761,None,230.35494995117188,-1,10,-2,-1,1,1,0,1,1756998370761513710,-76.0
0,0.41294527,20250904110610761,None,230.35494995117188,-2,-8,-2,-1,-1,-1,1,-1,1756998370761669874,-76.0
0,0.420300245,20250904110610769,None,231.78277587890625,0,-3,0,-2,-1,-1,-1,-2,1756998370769049167,-76.0
0,0.420447349,20250904110610769,None,231.78277587890625,1,6,1,1,1,-1,-1,-3,1756998370769201040,-76.0
0,0.427608967,20250904110610776,None,231.78277587890625,2,-5,1,-2,1,1,0,-5,1756998370776429891,-76.0
0,0.42775774,20250904110610776,None,231.78277587890625,-3,-1,0,-2,-3,-3,-4,-1,1756998370776569366,-76.0
0,0.442766428,20250904110610791,None,231.78277587890625,-1,-7,-2,3,-3,-2,0,1,1756998370791499376,-76.0
0,0.442941665,20250904110610791,None,231.78277587890625,0,4,-2,0,-3,-3,2,1,1756998370791685819,-76.0
0,0.450179577,20250904110610799,None,230.1169891357422,-1,3,3,-2,-3,2,-3,0,1756998370798961639,-76.0
0,0.450336933,20250904110610799,None,230.1169891357422,-3,1,-3,-2,-2,-1,2,-2,1756998370799100399,-76.0
0,0.457767486,20250904110610806,None,231.3068389892578,1,-5,-3,0,1,-2,-4,-3,1756998370806540250,-76.0
0,0.457909822,20250904110610806,None,231.3068389892578,0,-6,0,0,-1,1,-2,1,1756998370806695699,-76.0
0,0.472713709,20250904110610821,None,230.35494995117188,-2,-3,2,2,2,1,3,3,1756998370821511268,-76.0
0,0.472856283,20250904110610821,None,230.35494995117188,0,3,0,-1,-2,-1,-1,-2,1756998370821661233,-76.0
0,0.480381489,20250904110610829,None,231.06886291503906,-2,-3,-3,1,1,0,-3,-1,1756998370829037427,-76.0
0,0.480511904,20250904110610829,None,231.06886291503906,-1,-3,2,-1,-2,0,-3,-1,1756998370829179048,-76.0
0,0.487710714,20250904110610836,None,231.5447998046875,1,0,-2,-2,-1,-2,1,0,1756998370836435794,-76.0
0,0.487910271,20250904110610836,None,231.5447998046875,-2,1,0,1,-2,1,0,1,1756998370836596965,-76.0
0,0.50282979,20250904110610851,None,231.5447998046875,-1,-2,0,-2,-3,2,0,1,1756998370851538658,-76.0
0,0.503009319,20250904110610852,None,231.5447998046875,-2,3,-2,-3,0,-1,1,-1,1756998370851721525,-76.0
0,0.510215759,20250904110610859,None,231.5447998046875,2,1,1,2,-5,-3,-1,2,1756998370859010219,-76.0
0,0.510358572,20250904110610859,None,231.5447998046875,0,-5,-1,0,-2,-1,-1,-1,1756998370859153509,-76.0
0,0.517766952,20250904110610866,None,230.35494995117188,-2,2,0,-1,-2,0,-1,-2,1756998370866495132,-76.0
0,0.51793766,20250904110610866,None,230.35494995117188,-2,-1,3,-2,1,4,-2,-1,1756998370866652011,-76.0
0,0.532964229,20250904110610882,None,230.59292602539062,-2,-9,-3,-2,-1,-2,-2,-1,1756998370881717920,-76.0
0,0.533122063,20250904110610882,None,230.59292602539062,0,-5,-2,0,-1,-4,-7,-3,1756998370881879806,-76.0
0,0.540244579,20250904110610889,None,231.5447998046875,2,10,-1,0,-5,2,12,2,1756998370889011144,-76.0
0,0.540558576,20250904110610889,None,231.5447998046875,-3,-4,-1,0,0,1,-1,-1,1756998370889146566,-76.0
0,0.547510385,20250904110610896,None,231.5447998046875,-1,-7,-2,2,0,-1,-2,-2,1756998370896345138,-76.0
0,0.547624349,20250904110610896,None,231.5447998046875,-1,6,0,-4,-1,-3,-1,-2,1756998370896456956,-76.0
0,0.562701464,20250904110610911,None,231.06886291503906,-2,-5,-1,-2,-1,2,-1,-1,1756998370911506175,-76.0
0,0.562828541,20250904110610911,None,231.06886291503906,-2,-3,0,2,2,-2,-5,-1,1756998370911645650,-76.0
0,0.570117473,20250904110610919,None,231.3068389892578,1,5,1,-4,-4,-3,-1,-1,1756998370918935060,-76.0
0,0.570215702,20250904110610919,None,231.3068389892578,1,-1,-3,0,0,-1,-2,0,1756998370919073581,-76.0
0,0.577972174,20250904110610927,None,230.83090209960938,-3,-1,-4,-1,-6,-4,0,-3,1756998370926532506,-76.0
0,0.578178167,20250904110610927,None,230.83090209960938,0,0,-2,1,-3,-1,0,0,1756998370926690816,-76.0
0,0.592660904,20250904110610941,None,232.020751953125,1,3,0,2,0,0,-1,-4,1756998370941424846,-76.0
0,0.592796564,20250904110610941,None,232.020751953125,0,-2,-2,1,0,-5,-4,2,1756998370941624879,-76.0
0,0.600282669,20250904110610949,None,230.35494995117188,-1,-5,-1,-3,3,6,12,2,1756998370949026346,-76.0
0,0.600423574,20250904110610949,None,230.35494995117188,-2,-1,-2,-2,-2,0,1,3,1756998370949169397,-76.0
0,0.607597828,20250904110610956,None,231.78277587890625,-3,-1,0,1,-3,-4,-3,-1,1756998370956419229,-76.0
0,0.607726097,20250904110610956,None,231.78277587890625,-1,-8,-2,-1,-4,-2,1,-2,1756998370956534862,-76.0
0,0.623086691,20250904110610972,None,232.020751953125,0,13,1,-1,0,1,-1,0,1756998370971539735,-76.0
0,0.623344183,20250904110610972,None,232.020751953125,-3,-3,-1,3,2,-4,4,-2,1756998370971710920,-76.0
0,0.630185842,20250904110610979,None,232.020751953125,0,-7,-1,-1,0,2,-3,1,1756998370978976249,-76.0
0,0.630317926,20250904110610979,None,232.020751953125,4,9,1,0,0,0,-2,0,1756998370979097127,-76.0
0,0.63768816,20250904110610986,None,230.83090209960938,-5,-10,-4,0,-1,-2,-2,-2,1756998370986505985,-76.0
0,0.637802124,20250904110610986,None,230.83090209960938,-1,-3,-2,-3,-2,-1,-3,-3,1756998370986643791,-76.0
0,0.652664184,20250904110611001,None,231.06886291503906,2,7,2,-3,-1,-2,1,2,1756998371001469850,-76.0
0,0.652768135,20250904110611001,None,231.06886291503906,3,-7,0,-2,1,1,2,1,1756998371001607179,-76.0
0,0.66011548,20250904110611009,None,230.59292602539062,-3,4,0,1,0,-3,-6,-3,1756998371008996009,-76.0
0,0.660222292,20250904110611009,None,230.59292602539062,-3,-1,1,-1,-2,-4,-6,-2,1756998371009115457,-76.0
0,0.667626142,20250904110611016,None,230.59292602539062,0,-5,1,-1,0,1,15,2,1756998371016462564,-76.0
0,0.667832136,20250904110611016,None,230.59292602539062,0,0,0,-1,-3,0,-2,0,1756998371016592502,-76.0
0,0.682883501,20250904110611031,None,230.59292602539062,-1,4,-2,0,-1,-3,-2,-3,1756998371031659603,-76.0
0,0.682995796,20250904110611032,None,230.59292602539062,1,2,0,1,-1,-4,-4,1,1756998371031821012,-76.0
0,0.690191746,20250904110611039,None,231.5447998046875,-5,-1,-2,-2,2,1,-4,-3,1756998371039001703,-76.0
0,0.690472603,20250904110611039,None,231.5447998046875,-4,-2,0,-4,-2,-1,-1,2,1756998371039143323,-76.0
0,0.697726726,20250904110611046,None,230.35494995117188,1,-1,-3,-2,0,1,0,1,1756998371046484470,-76.0
0,0.697894811,20250904110611046,None,230.35494995117188,3,2,-2,-1,1,-2,1,0,1756998371046640157,-76.0
0,0.712818146,20250904110611061,None,232.020751953125,-3,4,0,0,3,0,-2,0,1756998371061548233,-76.0
0,0.712999344,20250904110611062,None,232.020751953125,-4,-10,0,-1,0,0,-1,-2,1756998371061743497,-76.0
0,0.720221281,20250904110611069,None,230.83090209960938,-1,-12,-1,0,2,2,-1,-1,1756998371069005012,-76.0
0,0.720345259,20250904110611069,None,230.83090209960938,-2,-5,-1,-2,-2,-1,0,0,1756998371069138288,-76.0
0,0.72764802,20250904110611076,None,231.3068389892578,2,2,-1,1,-3,-5,-8,-1,1756998371076458692,-76.0
0,0.727783203,20250904110611076,None,231.3068389892578,1,2,0,1,1,3,13,1,1756998371076596260,-76.0
0,0.750847101,20250904110611099,None,231.3068389892578,-2,1,-1,-2,0,2,2,-2,1756998371099573135,-76.0
0,0.750988006,20250904110611100,None,231.3068389892578,2,-1,-2,-2,-2,-3,-2,-1,1756998371099712610,-76.0
0,0.751481056,20250904110611100,None,231.3068389892578,-2,9,1,4,0,-1,-2,0,1756998371100369215,-76.0
0,0.751601219,20250904110611100,None,231.3068389892578,-4,-12,-5,-1,-3,0,-2,0,1756998371100484609,-76.0
0,0.757699251,20250904110611106,None,231.3068389892578,-1,-4,-2,-5,1,-5,-1,-3,1756998371106417417,-76.0
0,0.757811785,20250904110611106,None,231.3068389892578,2,6,0,-2,1,0,5,1,1756998371106536626,-76.0
0,0.772867203,20250904110611121,None,231.5447998046875,1,3,-2,-4,2,-3,-1,2,1756998371121528625,-76.0
0,0.773082256,20250904110611122,None,231.5447998046875,0,5,2,0,-2,-1,-1,0,1756998371121677637,-76.0
0,0.780156851,20250904110611129,None,230.1169891357422,2,-10,-3,3,-1,-1,0,-1,1756998371128988265,-76.0
0,0.780290365,20250904110611129,None,230.1169891357422,1,2,1,-2,0,1,-3,0,1756998371129116773,-76.0
0,0.787779808,20250904110611136,None,231.78277587890625,-2,0,-2,-1,-1,1,0,-1,1756998371136503219,-76.0
0,0.787914991,20250904110611136,None,231.78277587890625,-1,5,-3,-1,1,-1,-6,2,1756998371136646747,-76.0
0,0.802906036,20250904110611151,None,230.35494995117188,0,-6,-2,-3,-1,6,14,3,1756998371151632308,-76.0
0,0.803046226,20250904110611152,None,230.35494995117188,0,-6,-1,-1,2,0,2,2,1756998371151819467,-76.0
0,0.810361385,20250904110611159,None,231.3068389892578,-2,-2,1,-1,-2,-2,-2,-1,1756998371159167528,-76.0
0,0.810427666,20250904110611159,None,231.3068389892578,-3,-2,1,-3,-2,-3,-1,1,1756998371159357786,-76.0
0,0.817902326,20250904110611166,None,230.83090209960938,-1,2,2,-3,1,-2,-2,0,1756998371166675090,-76.0
0,0.818003177,20250904110611167,None,230.83090209960938,2,6,1,0,-3,-1,-3,-1,1756998371166870594,-76.0
0,0.833101988,20250904110611182,None,231.06886291503906,2,0,-4,1,-2,-2,1,1,1756998371181864500,-76.0
0,0.833271026,20250904110611182,None,231.06886291503906,-3,-4,-2,-3,-1,-3,-3,-1,1756998371182029485,-76.0
0,0.840224981,20250904110611189,None,231.5447998046875,0,2,2,1,0,-3,-2,-1,1756998371189001560,-76.0
0,0.840376854,20250904110611189,None,231.5447998046875,-1,0,-3,-2,-3,-1,-3,-1,1756998371189125061,-76.0
0,0.847720146,20250904110611196,None,230.59292602539062,-1,-3,-5,4,4,2,-2,1,1756998371196489572,-76.0
0,0.8478446,20250904110611196,None,230.59292602539062,0,-2,2,-4,0,2,1,1,1756998371196624755,-76.0
0,0.862693071,20250904110611211,None,230.35494995117188,0,1,0,0,-2,-5,-6,-3,1756998371211476325,-76.0
0,0.862821579,20250904110611211,None,230.35494995117188,-1,8,0,0,-1,2,0,0,1756998371211608648,-76.0
0,0.870153904,20250904110611219,None,230.35494995117188,-1,-5,3,-1,-2,4,8,2,1756998371218973875,-76.0
0,0.87028408,20250904110611219,None,230.35494995117188,-5,-9,-2,0,-3,-4,-3,2,1756998371219090461,-76.0
0,0.877941131,20250904110611226,None,231.78277587890625,-1,-2,-1,0,-2,-3,-1,0,1756998371226705074,-76.0
0,0.878224373,20250904110611227,None,231.78277587890625,0,5,0,-2,-3,0,-2,-2,1756998371226958036,-76.0
0,0.892985344,20250904110611242,None,231.5447998046875,0,4,0,-3,-1,-1,-1,-5,1756998371241561174,-76.0
0,0.893166065,20250904110611242,None,231.5447998046875,-2,-9,-2,-2,-4,-2,-1,1,1756998371241898059,-76.0
0,0.90015006,20250904110611249,None,230.83090209960938,-1,-1,-2,-1,-2,-1,-1,1,1756998371248983621,-76.0
0,0.900268316,20250904110611249,None,230.83090209960938,-2,0,0,0,0,0,-2,1,1756998371249129056,-76.0
0,0.915109634,20250904110611264,None,231.06886291503906,-3,4,0,2,0,-2,-1,-2,1756998371263970375,-76.0
0,0.915229559,20250904110611264,None,231.06886291503906,-2,-6,-2,-1,-1,-1,0,0,1756998371264086961,-76.0
0,0.922887325,20250904110611271,None,231.06886291503906,0,-4,-4,-3,-1,-1,1,-1,1756998371271476030,-76.0
0,0.923036814,20250904110611272,None,231.06886291503906,-1,2,2,0,-2,-2,-5,-3,1756998371271624565,-76.0
0,0.930429458,20250904110611279,None,230.35494995117188,1,-3,1,-4,-1,4,-4,0,1756998371278967857,-76.0
0,0.930607319,20250904110611279,None,230.35494995117188,-1,0,0,-3,0,0,3,0,1756998371279092788,-76.0
0,0.945308447,20250904110611294,None,230.35494995117188,2,2,1,-2,-1,0,1,1,1756998371294040918,-76.0
0,0.94547224,20250904110611294,None,230.35494995117188,0,2,-1,-2,-2,0,-2,-3,1756998371294199228,-76.0
0,0.952929497,20250904110611301,None,230.35494995117188,-4,-8,0,-7,-3,-3,1,-3,1756998371301620960,-76.0
0,0.953090668,20250904110611302,None,230.35494995117188,0,-3,-4,3,-1,-3,-4,1,1756998371301843404,-76.0
0,0.960174322,20250904110611309,None,232.020751953125,1,6,-1,-1,-2,1,-1,0,1756998371308980464,-76.0
0,0.960296869,20250904110611309,None,232.020751953125,0,6,-1,0,-1,0,0,-2,1756998371309109210,-76.0
0,0.975222826,20250904110611324,None,231.5447998046875,-4,-13,0,-3,-2,2,3,-2,1756998371324006795,-76.0
0,0.97531724,20250904110611324,None,231.5447998046875,1,7,1,1,-1,-4,0,-1,1756998371324145078,-76.0
0,0.982735157,20250904110611331,None,230.83090209960938,-2,-2,3,-2,-3,-2,-2,-2,1756998371331583738,-76.0
0,0.983341932,20250904110611332,None,230.83090209960938,-1,-8,-4,1,1,0,-1,2,1756998371331706285,-76.0
0,0.990735054,20250904110611339,None,230.83090209960938,-4,1,0,-3,0,-5,-5,-1,1756998371339171648,-76.0
0,0.990961551,20250904110611340,None,230.83090209960938,-1,9,1,-1,-1,1,14,4,1756998371339375734,-76.0
0,1.005681991,20250904110611354,None,231.06886291503906,-4,-10,-2,0,1,2,0,0,1756998371354195594,-76.0
0,1.005890846,20250904110611354,None,231.06886291503906,-3,-4,-3,-3,0,-4,0,-4,1756998371354444980,-76.0
0,1.013400078,20250904110611362,None,230.83090209960938,3,3,1,1,0,-3,-2,0,1756998371361674070,-76.0
0,1.013688087,20250904110611362,None,230.83090209960938,0,0,1,1,2,2,1,-3,1756998371361839294,-76.0
0,1.020614624,20250904110611369,None,231.78277587890625,-1,-3,-2,1,1,-1,-4,1,1756998371369130849,-76.0
0,1.020796537,20250904110611369,None,231.78277587890625,-3,-3,0,-2,0,-1,-4,0,1756998371369263648,-76.0
0,1.035566807,20250904110611384,None,230.35494995117188,0,-2,0,1,-1,-2,-1,-3,1756998371384168148,-76.0
0,1.035783768,20250904110611384,None,230.35494995117188,1,1,0,-1,0,2,-3,-2,1756998371384438276,-76.0
0,1.042955398,20250904110611392,None,231.78277587890625,1,1,1,-4,-3,-1,1,-2,1756998371391476631,-76.0
0,1.043134212,20250904110611392,None,231.78277587890625,-2,-12,-1,-6,-1,0,-1,0,1756998371391611576,-76.0
0,1.050531387,20250904110611399,None,230.59292602539062,1,3,-2,-5,-1,-1,-1,1,1756998371399063587,-76.0
0,1.050676107,20250904110611399,None,230.59292602539062,-2,-4,-3,0,-3,1,-4,-1,1756998371399245738,-76.0
0,1.065493345,20250904110611414,None,230.59292602539062,0,-5,-3,-2,1,-2,-5,-1,1756998371414066791,-76.0
0,1.065662384,20250904110611414,None,230.59292602539062,-1,2,0,-1,-1,-7,-4,-4,1756998371414249420,-76.0
0,1.073083401,20250904110611422,None,230.59292602539062,2,5,-1,-3,-1,3,6,-1,1756998371421648979,-76.0
0,1.073247671,20250904110611422,None,230.59292602539062,-3,-5,-2,-2,-3,-1,-1,1,1756998371421838998,-76.0
0,1.080859661,20250904110611429,None,231.3068389892578,0,-1,0,0,3,-1,1,1,1756998371429302930,-76.0
0,1.081019401,20250904110611430,None,231.3068389892578,-2,-5,-1,-1,0,-3,-3,-3,1756998371429510593,-76.0
0,1.095656395,20250904110611444,None,230.83090209960938,1,7,-2,-4,-2,3,1,2,1756998371444203853,-76.0
0,1.095806837,20250904110611444,None,230.83090209960938,2,-3,-3,-2,-4,-2,-1,-2,1756998371444389581,-76.0
0,1.103043794,20250904110611452,None,231.78277587890625,-3,-9,-1,-3,1,-1,-4,-3,1756998371451612949,-76.0
0,1.10323739,20250904110611452,None,231.78277587890625,1,5,-3,-1,-2,0,-1,0,1756998371451802968,-76.0
0,1.110810757,20250904110611459,None,230.1169891357422,3,5,-1,-1,0,1,-1,-1,1756998371459169626,-76.0
0,1.110990286,20250904110611460,None,230.1169891357422,-1,-6,2,2,-2,-1,-4,-1,1756998371459380388,-76.0
0,1.125689983,20250904110611474,None,231.78277587890625,-3,-1,-3,-4,-3,1,0,-1,1756998371474191904,-76.0
0,1.12587595,20250904110611474,None,231.78277587890625,-2,0,3,1,-3,-5,-7,-1,1756998371474416494,-76.0
0,1.133141756,20250904110611482,None,230.1169891357422,0,-1,-3,1,1,5,10,0,1756998371481648921,-76.0
0,1.133640051,20250904110611482,None,230.1169891357422,1,7,0,-4,-1,3,-1,-1,1756998371481842994,-76.0
0,1.140660286,20250904110611489,None,231.5447998046875,-4,-5,-3,0,-3,-2,-2,-4,1756998371489172935,-76.0
0,1.140858173,20250904110611489,None,231.5447998046875,-1,-4,-1,0,-2,-3,-3,0,1756998371489485979,-76.0
0,1.155780315,20250904110611504,None,230.83090209960938,-2,1,-2,3,-1,-1,0,1,1756998371504185676,-77.0
0,1.156001329,20250904110611505,None,231.3068389892578,-2,2,-4,-3,-3,1,-4,0,1756998371504410982,-77.0
0,1.163238287,20250904110611512,None,231.3068389892578,1,1,0,1,-1,1,3,2,1756998371511646032,-77.0
0,1.16347909,20250904110611512,None,231.3068389892578,0,0,1,-1,-2,1,0,-1,1756998371511834144,-77.0
0,1.170591831,20250904110611519,None,231.3068389892578,0,2,-3,-3,-1,-3,-2,-2,1756998371519050836,-76.0
0,1.170769691,20250904110611519,None,231.3068389892578,-2,-1,-1,1,0,-1,-2,1,1756998371519203186,-76.0
0,1.1851842399999999,20250904110611534,None,231.3068389892578,-1,-6,-5,-1,2,-1,-2,-2,1756998371533959150,-76.0
0,1.185296774,20250904110611534,None,231.3068389892578,3,2,0,-1,0,2,2,1,1756998371534072160,-76.0
0,1.192680836,20250904110611541,None,231.3068389892578,-2,-2,2,0,1,-3,-7,-3,1756998371541475534,-76.0
0,1.192814588,20250904110611541,None,231.3068389892578,-1,-2,-2,-2,1,0,6,1,1756998371541604757,-76.0
0,1.2001101969999999,20250904110611549,None,230.1169891357422,1,8,1,-3,-1,1,1,-1,1756998371548965215,-76.0
0,1.200195789,20250904110611549,None,230.1169891357422,0,-3,0,-2,-2,-4,0,2,1756998371549076795,-76.0
0,1.215251207,20250904110611564,None,230.35494995117188,1,-9,0,0,-1,1,-1,0,1756998371564034461,-76.0
0,1.215376139,20250904110611564,None,230.35494995117188,-2,8,0,-1,-4,0,-4,-3,1756998371564171314,-76.0
